delivery_id,distance_km,package_weight_kg,delivery_type,vehicle_type,traffic_condition,weather,time_of_day,day_of_week,driver_experience_years,num_stops,is_priority,package_fragile,delivery_zone,customer_rating,fuel_cost,delivery_time_hours
DEL01607,27.4,6.0,Standard,Moto,Médio,Nublado,Manhã,Seg-Qui,4,2,Yes,No,Urbana,2.68,4.4,5.75
DEL00462,8.98,9.48,Economy,Moto,Baixo,Nublado,Manhã,Seg-Qui,10,2,No,No,Rural,2.98,5.87,20.92
DEL00602,10.08,4.1,Express,Carro,Alto,Nublado,Noite,Seg-Qui,3,1,No,No,Urbana,3.53,4.65,17.3
DEL01994,15.25,1.74,Express,Van,Médio,  Ensolarado ,Noite,Seg-Qui,10,2,No,Yes,Suburbana,3.78,5.7,5.83
DEL02480,24.87,6.34,Standard,Moto,Baixo,Ensolarado,Tarde,Seg-Qui,3,1,No,No,urbana,3.03,5.68,9.93
DEL01278,17.67,0.26,Standard,Moto,Médio,Ensolarado,Manhã,Seg-Qui,10,2,No,No,Rural,,6.37,2.05
DEL01091,19.37,8.53,Economy,Moto,Médio,Ensolarado,Tarde,Sábado,4,1,Yes,Yes,Suburbana,2.81,4.01,20.96
DEL00525,0.3,3.88,Economy,Carro,Baixo,Nublado,Noite,Sábado,1,2,Yes,No,Urbana,2.84,6.74,18.91
DEL01953,20.83,6.1,Standard,Carro,Alto,Ensolarado,Tarde,Sexta,5,2,Yes,No,Urbana,2.63,5.38,21.0
DEL00382,1.7,5.88,Express,Carro,Alto,Chuva Leve,Tarde,Seg-Qui,0.5,3,Yes,Yes,Suburbana,3.68,6.25,14.88
DEL00112,,0.1,Express,Moto,Baixo,Nublado,Manhã,Sábado,6,3,No,No,Suburbana,2.21,5.84,3.78
DEL00566,21.5,5.58,Standard,Caminhão,Alto,Ensolarado,Manhã,Seg-Qui,6,2,No,No,Urbana,2.36,5.82,23.71
DEL02405,7.26,1.12,Standard,Carro,Alto,Ensolarado,Noite,Seg-Qui,7,4,No,No,Urbana,2.56,4.99,21.54
DEL02083,5.67,4.41,Standard,Van,Baixo,Nublado,Manhã,Sexta,0.5,2,No,No,Urbana,3.66,5.03,15.81
DEL02055,7.74,10.76,Economy,Carro,,Chuva Leve,Noite,Seg-Qui,4,1,Yes,Yes,Suburbana,3.57,5.55,24.77
DEL01634,13.8,1.48,Standard,Van,Médio,Chuva Forte,Tarde,Seg-Qui,0.5,1,No,Yes,Suburbana,3.16,3.79,21.62
DEL00966,29.81,5.35,Standard,Moto,Baixo,Chuva Forte,Madrugada,Seg-Qui,9,1,Yes,No,Suburbana,2.43,4.29,7.8
DEL01253,37.66,3.99,Standard,Van,Baixo,Chuva Leve,Tarde,Sábado,6,1,No,No,Urbana,2.43,5.33,17.91
DEL02215,15.45,6.79,Standard,Moto,Médio,Ensolarado,Manhã,Sábado,6,3,No,No,Suburbana,3.15,5.66,18.22
DEL01988,10.56,4.5,Standard,Moto,Alto,Ensolarado,Manhã,Seg-Qui,0.5,1,No,Yes,Suburbana,3.32,5.24,14.8
DEL02078,7.03,,Economy,Carro,Alto,Nublado,Noite,Seg-Qui,5,3,No,No,Suburbana,3.61,5.93,31.59
DEL00913,13.1,2.7,Standard,Moto,,Nublado,Tarde,  Sábado ,5,2,No,No,Rural,2.85,6.25,14.05
DEL01216,40.39,6.11,Standard,Van,,Nublado,Tarde,Seg-Qui,3,1,Yes,No,Suburbana,3.43,5.57,21.4
DEL00958,15.47,4.36,Economy,Carro,,Ensolarado,Madrugada,Seg-Qui,10,1,No,Yes,Urbana,2.22,5.62,21.64
DEL01827,10.27,7.34,Standard,Moto,Alto,Ensolarado,Tarde,Seg-Qui,4,4,No,No,Urbana,3.26,4.68,21.8
DEL01415,3.24,,Standard,Moto,alto,Ensolarado,Tarde,Seg-Qui,9,2,No,No,Suburbana,2.42,7.37,9.99
DEL00622,6.54,9.39,Express,moto,Médio,Nublado,Manhã,Seg-Qui,4,1,Yes,Yes,  Urbana ,2.88,4.94,4.02
DEL00628,28.42,9.47,Standard,Carro,Médio,  Chuva Leve ,Noite,Seg-Qui,4,2,No,No,Urbana,2.77,,23.26
DEL00232,6.81,5.94,Standard,Carro,Congestionado,Chuva Forte,Tarde,Sábado,3,1,No,No,Suburbana,2.49,6.18,33.96
DEL01934,24.22,3.55,Standard,Carro,Alto,Ensolarado,Tarde,Sexta,3,1,No,No,Suburbana,3.38,4.61,17.11
DEL01828,20.64,5.54,Standard,Van,Médio,Nublado,Tarde,Seg-Qui,3,1,No,No,Urbana,3.36,4.71,19.17
DEL01065,,4.61,Economy,Moto,Baixo,Chuva Leve,Manhã,Sábado,4,4,Yes,No,Urbana,3.43,5.57,20.91
DEL00921,35.79,1.04,Standard,Carro,Médio,Chuva Forte,Madrugada,Seg-Qui,9,21,Yes,No,Urbana,2.58,5.32,15.88
DEL00405,13.35,7.9,Economy,Caminhão,Alto,Nublado,Tarde,Sexta,6,1,Yes,Yes,Urbana,3.04,6.24,31.35
DEL00316,11.79,5.98,Standard,Carro,Baixo,Ensolarado,Noite,Sexta,5,4,No,Yes,Urbana,2.79,5.1,13.96
DEL00837,21.98,1.82,Standard,Van,Médio,Tempestade,Tarde,Seg-Qui,34.0,1,No,No,Suburbana,2.7,,32.12
DEL01344,14.1,3.09,Standard,Carro,Baixo,Chuva Forte,Tarde,Seg-Qui,3,4,No,No,Suburbana,3.23,4.99,22.9
DEL00032,39.96,5.0,Economy,Carro,Baixo,Ensolarado,Madrugada,Sexta,6,2,No,No,Suburbana,3.11,5.23,22.77
DEL01143,6.66,4.49,Standard,Moto,Baixo,Ensolarado,Noite,Seg-Qui,8,2,No,No,Urbana,2.79,5.65,2.92
DEL00057,19.32,5.68,Standard,Carro,Baixo,Ensolarado,Tarde,Sexta,,1,Yes,Yes,Urbana,3.5,6.65,10.64
DEL01021,22.39,5.14,Economy,Moto,,Nublado,Tarde,Sexta,5,3,Yes,No,Urbana,2.99,4.8,28.06
DEL01843,9.54,6.45,Standard,Carro,Médio,Ensolarado,Manhã,Sexta,3,1,Yes,No,Urbana,3.49,5.76,7.91
DEL02244,6.09,1.39,Standard,Carro,Congestionado,Chuva Forte,Manhã,Sábado,7,2,No,No,Suburbana,,3.96,31.52
DEL02444,11.71,3.49,Standard,Moto,Médio,Chuva Leve,Tarde,Seg-Qui,6,2,No,No,Urbana,2.91,4.8,10.12
DEL02116,21.32,1.8,Economy,Caminhão,Médio,Ensolarado,Tarde,Sábado,0.5,2,Yes,Yes,Suburbana,3.12,6.72,25.69
DEL01426,38.17,,Standard,Carro,Médio,Nublado,Noite,Seg-Qui,8,1,No,No,Urbana,2.82,5.97,11.68
DEL00395,0.78,6.75,Economy,Van,Médio,Ensolarado,Manhã,Seg-Qui,4,3,No,Yes,Suburbana,3.18,6.72,24.17
DEL01943,26.04,1.93,Standard,Carro,Baixo,Nublado,Tarde,Sexta,6,1,No,No,Urbana,2.63,5.26,12.89
DEL01076,1.45,6.88,Economy,Carro,,Ensolarado,Manhã,Seg-Qui,6,4,no,No,Rural,3.08,6.23,27.82
DEL00979,10.95,2.82,Standard,Van,Médio,Nublado,Manhã,Seg-Qui,0,2,Yes,Yes,Urbana,2.89,4.47,8.52
DEL00592,27.26,8.42,Standard,Moto,Médio,Ensolarado,Tarde,Sábado,4,2,Yes,No,Urbana,2.68,4.76,14.32
DEL00388,25.58,4.85,Standard,Moto,Baixo,Chuva Forte,Tarde,Sábado,2,1,Yes,No,Urbana,3.4,4.79,16.78
DEL00361,11.59,7.43,Standard,Moto,,Chuva Leve,Noite,Seg-Qui,7,1,No,No,Urbana,3.5,6.25,15.47
DEL00978,26.1,3.62,Express,Caminhão,Médio,Ensolarado,Tarde,Seg-Qui,3,1,No,Yes,Urbana,3.23,5.83,18.33
DEL01571,12.38,7.15,Express,Carro,,Nublado,Tarde,Sábado,8,1,Yes,No,Urbana,3.48,4.87,6.52
DEL01502,18.0,,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,4,5,No,No,Suburbana,2.88,4.82,17.25
DEL01441,13.93,8.83,Standard,Carro,Congestionado,Ensolarado,Noite,Seg-Qui,5,2,No,Yes,Urbana,2.59,5.98,25.95
DEL00376,19.48,9.24,Standard,Van,,Ensolarado,Noite,Sexta,8,6,Yes,Yes,Rural,2.91,6.14,31.54
DEL00324,24.31,7.73,Express,Carro,Baixo,Ensolarado,Manhã,Seg-Qui,4,1,No,Yes,Suburbana,2.46,5.12,8.11
DEL00992,18.62,4.46,Express,Carro,,Ensolarado,Tarde,Seg-Qui,3,1,No,No,Urbana,2.07,5.63,15.21
DEL00215,16.61,3.95,Standard,Carro,Alto,Nublado,Manhã,Sexta,8,2,No,No,Urbana,3.63,6.36,18.88
DEL00832,29.97,9.87,Economy,Carro,Baixo,Chuva Forte,Noite,Sexta,3,3,No,Yes,Suburbana,3.14,3.38,38.13
DEL01101,5.33,3.82,Standard,Carro,Baixo,Ensolarado,Tarde,Sexta,1,1,No,No,Suburbana,2.4,4.71,8.9
DEL02300,,7.02,Economy,Caminhão,Médio,Ensolarado,Manhã,Seg-Qui,,8,No,Yes,Suburbana,3.2,5.06,39.11
DEL00870,12.56,5.13,Standard,Moto,Médio,Ensolarado,Manhã,Seg-Qui,5,1,Yes,No,Rural,3.34,5.85,6.49
DEL02160,6.65,4.13,Standard,Carro,Alto,Ensolarado,Madrugada,Seg-Qui,1,2,No,No,Urbana,,4.82,13.6
DEL00585,2.16,3.12,Economy,Van,Médio,Nublado,Noite,Seg-Qui,5,1,No,No,Rural,3.44,6.47,23.74
DEL01438,5.9,5.52,Standard,Moto,Médio,Nublado,noite,Seg-Qui,2,8,No,No,Urbana,,6.39,22.2
DEL01896,3.95,3.34,Standard,Moto,Médio,Ensolarado,Manhã,Sexta,,1,Yes,Yes,Urbana,3.32,5.09,0.5
DEL02250,13.96,6.62,Express,Moto,Baixo,Ensolarado,Manhã,Sábado,4,1,Yes,Yes,Suburbana,3.21,6.72,0.5
DEL00239,9.79,10.1,Economy,Moto,Alto,Ensolarado,Noite,Sexta,0.5,2,No,No,Suburbana,2.62,4.74,30.27
DEL00223,39.59,2.22,Standard,Moto,Médio,Nublado,Manhã,Seg-Qui,5,4,No,No,Suburbana,3.14,5.71,18.3
DEL00036,6.39,5.43,Standard,Carro,Alto,Ensolarado,Tarde,Domingo,0.5,1,No,No,Suburbana,2.41,4.88,23.66
DEL02259,24.24,13.33,Economy,Van,Baixo,Ensolarado,Tarde,Sexta,1,1,No,No,Urbana,2.9,6.88,31.62
DEL01024,19.38,3.68,Standard,Carro,,Nublado,Noite,Sábado,1,1,No,No,Suburbana,2.47,6.07,18.89
DEL01817,0.03,4.32,Standard,Moto,,Ensolarado,Manhã,Seg-Qui,8,2,No,No,Urbana,3.06,6.03,4.63
DEL00693,4.61,0.96,Standard,Moto,Congestionado,Nublado,Tarde,Sábado,4,3,No,No,Urbana,3.22,4.47,24.49
DEL00276,12.65,7.49,Express,Carro,Médio,Ensolarado,Noite,Domingo,2,1,No,Yes,Rural,2.66,5.14,8.01
DEL01045,24.14,11.1,Standard,Moto,,Nublado,Tarde,Seg-Qui,9,2,No,Yes,Urbana,2.37,4.35,15.85
DEL00290,1.91,1.35,Standard,Carro,Alto,Ensolarado,Noite,Seg-Qui,1,2,Yes,Yes,Rural,2.7,6.45,10.33
DEL02334,16.3,6.63,Express,Moto,Baixo,Chuva Leve,Noite,Seg-Qui,10,1,No,No,Rural,,5.9,0.5
DEL01608,9.49,11.36,Standard,Moto,Médio,Nublado,Manhã,Seg-Qui,0.5,1,No,No,Suburbana,3.39,4.92,13.46
DEL00188,23.07,7.29,Express,Carro,Baixo,Ensolarado,Noite,Seg-Qui,3,3,No,No,Suburbana,2.74,3.62,12.5
DEL01086,30.3,4.47,Economy,Van,Baixo,Ensolarado,Madrugada,Sexta,4,3,Yes,Yes,Suburbana,3.42,5.76,22.26
DEL02398,16.19,1.26,Standard,Carro,Médio,Nublado,Manhã,Seg-Qui,3,1,Yes,No,Rural,2.44,5.28,5.47
DEL00733,15.56,9.01,Economy,Van,Médio,Ensolarado,Manhã,Seg-Qui,4,2,No,No,Suburbana,2.96,5.33,24.51
DEL00562,15.09,2.74,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,36.5,1,No,Yes,Urbana,2.92,6.24,11.11
DEL01116,21.96,3.1,Standard,Carro,,Ensolarado,Madrugada,Sábado,5,1,No,Yes,Rural,2.85,5.54,26.68
DEL02128,8.7,5.93,Economy,Carro,Alto,Ensolarado,Manhã,Seg-Qui,8,1,Yes,No,Suburbana,2.73,4.94,21.72
DEL00988,14.17,6.35,Express,Moto,Médio,Chuva Leve,Manhã,Seg-Qui,10,2,No,No,Urbana,3.12,,6.27
DEL01437,19.55,10.64,Standard,Carro,Baixo,Ensolarado,Noite,Seg-Qui,1,2,No,No,Rural,3.2,5.72,14.77
DEL01051,24.64,6.74,Express,Van,médio,Ensolarado,Madrugada,Seg-Qui,0.5,2,No,Yes,Suburbana,3.03,5.93,12.37
DEL01326,19.05,6.94,Standard,Van,,Chuva Leve,Tarde,Seg-Qui,3,1,No,Yes,Urbana,3.28,5.22,30.48
DEL02093,27.5,4.24,Economy,Moto,Alto,Chuva Leve,Manhã,Seg-Qui,2,8,No,No,Suburbana,3.5,,41.11
DEL02376,27.73,6.12,Standard,Moto,Baixo,Ensolarado,Tarde,Sexta,10,1,No,No,Urbana,3.4,5.87,11.98
DEL01194,13.78,5.59,Standard,Moto,Baixo,Ensolarado,Noite,Sábado,7,2,Yes,Yes,Urbana,2.15,5.14,6.94
DEL00596,15.66,5.78,Economy,Van,Alto,Ensolarado,Manhã,Sábado,9,2,No,Yes,Rural,2.02,4.95,34.19
DEL00828,16.61,6.92,Express,Carro,Alto,Nublado,Tarde,Seg-Qui,0.5,1,No,Yes,Rural,2.99,3.76,16.49
DEL02329,9.21,5.79,Standard,Moto,Alto,Ensolarado,Manhã,Seg-Qui,0.5,1,No,No,Rural,3.21,5.41,14.85
DEL00810,32.47,3.81,Standard,Moto,Médio,Chuva Leve,Manhã,Sexta,3,1,No,Yes,Suburbana,2.32,5.16,17.13
DEL02148,,2.61,Standard,Carro,Congestionado,Chuva Forte,Tarde,Seg-Qui,10,1,No,No,Urbana,2.2,4.77,28.9
DEL01306,16.83,7.66,Standard,Carro,Alto,Ensolarado,Tarde,Sexta,7,1,No,Yes,Urbana,2.72,4.98,19.49
DEL01544,6.83,3.88,Economy,Carro,Alto,Ensolarado,Noite,Seg-Qui,8,4,No,No,Urbana,3.75,5.59,31.55
DEL00179,4.88,6.47,Standard,Carro,,Tempestade,Tarde,Seg-Qui,8,1,No,No,Urbana,4.02,6.66,29.52
DEL00431,6.62,5.05,Economy,Carro,Alto,Nublado,Tarde,Sábado,5,3,No,No,Urbana,3.63,5.47,32.92
DEL01288,29.43,66.03,Standard,Carro,Baixo,Ensolarado,Manhã,Sábado,0.5,1,No,No,Rural,3.29,5.96,11.98
DEL01923,24.06,3.92,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,,2,No,No,Urbana,3.31,5.56,26.14
DEL01711,16.74,3.6,Standard,Moto,Congestionado,Ensolarado,Madrugada,Sábado,3,4,No,No,Suburbana,3.32,5.98,23.38
DEL01598,3.26,11.82,Standard,Moto,Baixo,Nublado,Tarde,Seg-Qui,4,2,No,No,Urbana,2.48,5.96,14.14
DEL01131,25.77,2.88,Standard,Caminhão,Médio,Ensolarado,Noite,Sábado,5,4,No,No,Suburbana,3.74,6.05,26.8
DEL00353,6.0,2.41,Economy,Van,Alto,Nublado,Tarde,Seg-Qui,5,4,No,  No ,Suburbana,3.02,5.63,30.91
DEL00598,19.21,7.05,Economy,Carro,Baixo,Nublado,Manhã,Seg-Qui,10,3,No,No,Urbana,2.73,5.15,23.2
DEL01395,0.66,2.96,Standard,Van,Alto,Chuva Forte,Manhã,Seg-Qui,1,2,No,Yes,Urbana,2.29,5.73,26.34
DEL01936,11.86,2.43,Economy,Carro,Médio,Ensolarado,Manhã,Seg-Qui,4,1,No,No,Suburbana,3.22,5.39,22.35
DEL01717,9.38,2.39,Standard,Carro,Alto,Ensolarado,Manhã,Domingo,2,8,Yes,Yes,Urbana,2.98,,21.23
DEL01615,,0.82,Standard,Van,Baixo,Ensolarado,Tarde,Seg-Qui,5,0,Yes,Yes,Rural,2.73,6.14,15.1
DEL00522,26.72,8.99,Express,Caminhão,Alto,Ensolarado,Tarde,Seg-Qui,3,2,No,Yes,Urbana,2.69,4.35,25.96
DEL00575,3.45,7.19,Standard,Carro,Baixo,Nublado,Tarde,Domingo,9,2,No,Yes,Rural,3.47,6.22,14.33
DEL00458,6.8,1.83,Standard,Moto,Alto,Nublado,Madrugada,Seg-Qui,6,3,No,No,Urbana,2.63,,8.31
DEL00450,3.94,4.87,Standard,Van,,Ensolarado,Tarde,Seg-Qui,6,2,No,No,Suburbana,3.23,4.16,13.26
DEL00024,9.48,4.75,Express,Moto,Baixo,Nublado,Noite,Seg-Qui,4,2,Yes,No,Suburbana,3.24,5.37,0.5
DEL00901,1.08,6.66,Standard,Moto,Médio,Nublado,Manhã,Seg-Qui,,1,Yes,No,Rural,2.73,5.84,3.18
DEL01537,29.57,5.12,Economy,Moto,Baixo,Ensolarado,Tarde,Seg-Qui,9,6,Yes,No,Urbana,2.3,4.87,21.3
DEL01337,31.35,1.53,Standard,Van,Alto,Chuva Leve,Tarde,Seg-Qui,6,2,Yes,Yes,Suburbana,3.3,5.78,23.92
DEL00586,28.11,9.77,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,4,2,No,Yes,Urbana,2.92,5.36,18.07
DEL00609,10.8,4.3,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,4,2,Yes,No,Suburbana,3.22,4.53,15.82
DEL02112,25.06,,Economy,Carro,Médio,Chuva Forte,Tarde,Seg-Qui,4,2,No,No,Urbana,3.05,6.13,34.35
DEL00625,0.84,1.43,Express,Carro,Alto,Ensolarado,Tarde,Sexta,,7,No,Yes,Urbana,3.59,5.24,22.7
DEL00489,21.25,1.07,Standard,Carro,Congestionado,Ensolarado,Noite,Seg-Qui,8,4,No,Yes,Suburbana,2.06,5.71,26.44
DEL01784,12.75,8.3,Standard,Moto,Médio,Ensolarado,Madrugada,Seg-Qui,3,1,No,No,Urbana,2.95,5.19,8.73
DEL00014,18.25,1.76,Standard,Carro,Médio,Ensolarado,Madrugada,Seg-Qui,6,2,Yes,No,Urbana,2.94,5.99,4.23
DEL00677,6.0,,Standard,Moto,,Nublado,Noite,Sábado,5,1,No,No,Suburbana,2.59,5.99,18.59
DEL01707,12.02,2.36,Economy,Moto,Baixo,Ensolarado,Manhã,Seg-Qui,4,2,Yes,No,Rural,3.15,6.34,10.76
DEL00157,14.06,0.32,Economy,Moto,Médio,Tempestade,Noite,Sexta,2,1,No,No,Rural,2.48,6.7,33.63
DEL01748,11.72,13.62,Economy,Carro,Alto,Chuva Forte,Tarde,Sábado,,2,No,No,Urbana,3.12,4.79,41.57
DEL02319,23.1,6.67,Economy,Moto,Baixo,Ensolarado,Tarde,Seg-Qui,5,1,No,No,Urbana,2.93,6.02,17.96
DEL02325,8.64,4.21,Standard,Moto,Médio,Ensolarado,Manhã,Seg-Qui,4,2,No,Yes,Urbana,2.66,5.69,8.25
DEL01014,8.16,6.6,Express,Moto,Médio,Ensolarado,Tarde,Seg-Qui,8,2,No,Yes,  Urbana ,2.8,5.65,4.12
DEL00930,12.12,9.54,Standard,Caminhão,Congestionado,Ensolarado,Manhã,Sábado,4,2,No,No,Urbana,2.98,4.95,32.86
DEL01489,10.79,1.33,Economy,Moto,Médio,Ensolarado,Manhã,Seg-Qui,4,3,No,No,Urbana,3.7,6.6,19.33
DEL00447,12.98,8.17,Standard,Caminhão,Médio,Ensolarado,Tarde,Seg-Qui,4,1,No,No,Urbana,2.99,5.22,21.88
DEL02501,22.98,3.37,Standard,Van,Alto,Nublado,Manhã,Sábado,10,1,No,No,Urbana,2.89,5.09,20.14
DEL02049,12.55,0.73,Economy,Caminhão,Alto,Nublado,Manhã,Sexta,9,1,Yes,No,Suburbana,2.73,4.82,26.4
DEL00113,30.28,8.87,Standard,Carro,Médio,Nublado,Manhã,Seg-Qui,,2,Yes,No,Urbana,2.8,,13.83
DEL00599,15.44,6.73,Economy,Carro,Médio,Ensolarado,noite,Seg-Qui,8,3,No,No,Suburbana,1.9,,28.19
DEL02315,10.33,5.66,Standard,Caminhão,Alto,Chuva Leve,Manhã,Seg-Qui,,1,No,No,Urbana,2.76,4.89,24.8
DEL01361,27.89,6.29,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,3,2,No,Yes,Suburbana,3.5,5.69,25.92
DEL02011,4.8,5.07,Economy,Van,Médio,Nublado,Noite,Seg-Qui,8,1,No,No,Suburbana,3.51,6.0,23.24
DEL00722,17.09,6.41,Standard,Carro,Alto,Nublado,Tarde,Seg-Qui,3,4,No,No,Urbana,2.73,4.06,27.33
DEL00332,12.81,6.67,Express,Moto,Médio,Ensolarado,Manhã,Seg-Qui,7,4,No,No,Urbana,2.64,6.12,7.57
DEL02365,5.72,4.88,Economy,Van,Médio,Ensolarado,Madrugada,Sexta,5,2,Yes,No,Suburbana,2.92,,19.98
DEL01712,3.71,4.36,Express,Moto,Baixo,Chuva Leve,Noite,Seg-Qui,6,3,No,No,Urbana,3.2,4.89,7.84
DEL02111,8.98,1.8,Standard,Carro,Baixo,Chuva Leve,Manhã,Seg-Qui,5,1,Yes,Yes,Urbana,2.59,6.21,5.46
DEL00406,7.24,1.7,Standard,Moto,Médio,Nublado,Tarde,Seg-Qui,8,3,Yes,Yes,Urbana,3.38,4.97,6.62
DEL01924,8.04,3.72,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,2,3,No,No,Suburbana,2.86,5.24,13.25
DEL02379,16.93,1.55,Standard,Moto,Congestionado,Ensolarado,Manhã,Seg-Qui,,4,No,Yes,Suburbana,2.14,5.4,26.7
DEL00132,32.65,1.06,Express,Caminhão,Alto,Nublado,Tarde,Sexta,,4,No,No,Urbana,2.74,6.3,30.56
DEL00773,26.91,0.71,Express,Moto,Baixo,Ensolarado,Madrugada,Seg-Qui,4,1,No,No,Suburbana,3.52,4.8,0.5
DEL00311,5.72,,Standard,Carro,Médio,Nublado,Tarde,Seg-Qui,3,3,No,No,Suburbana,2.51,4.71,18.37
DEL00895,18.08,9.33,Economy,Van,Congestionado,Chuva Leve,Manhã,Sexta,4,1,No,No,Suburbana,2.88,6.33,45.76
DEL00293,16.76,11.54,Express,Moto,Baixo,Nublado,Noite,Seg-Qui,6,2,No,Yes,Suburbana,3.3,4.55,9.17
DEL00081,21.89,8.28,Economy,Van,Alto,Ensolarado,Tarde,Seg-Qui,10,1,No,No,Urbana,2.27,3.81,28.83
DEL02340,14.3,1.75,Standard,Van,Baixo,Ensolarado,Noite,Seg-Qui,3,2,Yes,No,Urbana,2.24,6.12,6.11
DEL00990,8.91,6.27,Standard,Carro,Médio,Ensolarado,Manhã,Sábado,0.5,1,No,Yes,Suburbana,2.86,5.77,17.37
DEL01069,19.19,1.65,Economy,Moto,Médio,Ensolarado,Manhã,Seg-Qui,,2,No,No,Urbana,3.48,3.97,19.69
DEL00638,37.6,8.3,Standard,Van,Médio,Ensolarado,Tarde,Sexta,4,1,No,No,Urbana,2.46,5.65,21.66
DEL01740,20.69,4.11,Standard,Carro,Médio,Ensolarado,Noite,Seg-Qui,3,2,No,Yes,Suburbana,3.78,6.39,14.73
DEL02251,10.62,0.92,Standard,Van,Baixo,Chuva Forte,  Manhã ,Seg-Qui,4,1,No,No,Urbana,3.06,5.17,18.54
DEL02082,17.54,4.46,Economy,Caminhão,Médio,Ensolarado,Manhã,Seg-Qui,8,1,No,No,Suburbana,1.97,4.37,25.79
DEL02466,25.23,7.35,Standard,Carro,Congestionado,Nublado,Tarde,Seg-Qui,8,1,No,Yes,Urbana,2.81,5.75,29.66
DEL01465,1.95,,Standard,Carro,Alto,Tempestade,Manhã,Seg-Qui,7,2,Yes,Yes,Urbana,3.16,6.56,24.18
DEL00785,19.23,2.52,Standard,Van,Baixo,Ensolarado,Tarde,Sexta,9,1,No,No,Urbana,2.52,7.49,13.24
DEL01161,13.78,8.68,Standard,Carro,Médio,Chuva Forte,Manhã,Seg-Qui,,3,Yes,Yes,Urbana,2.75,4.87,19.58
DEL00565,1.13,2.43,Economy,Caminhão,Baixo,Chuva Leve,Tarde,Seg-Qui,8,2,No,No,Urbana,2.87,5.19,22.23
DEL02060,5.09,0.21,Standard,Van,Baixo,Chuva Forte,Tarde,Seg-Qui,7,3,No,Yes,Suburbana,3.2,5.59,19.18
DEL02189,22.52,2.92,Standard,Carro,Alto,Ensolarado,Manhã,Sexta,6,4,No,Yes,Suburbana,1.75,6.46,21.06
DEL02045,10.41,5.99,Express,Carro,Baixo,Nublado,Manhã,Seg-Qui,8,3,No,No,Suburbana,3.72,4.61,5.43
DEL01551,10.29,7.16,Express,Moto,Alto,Chuva Forte,Tarde,Seg-Qui,0.5,2,No,No,Urbana,2.23,4.94,20.21
DEL00617,,3.13,Economy,Carro,Médio,Nublado,Manhã,Seg-Qui,3,1,No,Yes,Urbana,3.33,7.96,17.72
DEL01439,25.49,4.36,standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,3,3,No,Yes,Suburbana,3.31,6.17,18.37
DEL02050,13.98,7.79,Standard,Caminhão,,Ensolarado,Tarde,Domingo,5,3,Yes,No,Urbana,3.1,5.35,16.03
DEL00868,8.29,1.77,Standard,Moto,,Nublado,Manhã,Seg-Qui,6,2,No,No,Urbana,2.75,4.29,19.17
DEL01419,17.01,3.98,Economy,Van,Médio,Ensolarado,Madrugada,Domingo,,1,No,No,Suburbana,3.36,5.55,25.0
DEL00707,,1.17,Standard,Moto,  Baixo ,Chuva Leve,Tarde,Seg-Qui,5,3,No,Yes,Urbana,2.91,4.37,13.7
DEL02152,20.65,6.79,Economy,Carro,Alto,Chuva Leve,Manhã,Seg-Qui,,2,No,No,Rural,2.42,5.34,32.0
DEL02506,2.89,5.77,Economy,Carro,Médio,Ensolarado,Manhã,Sábado,1,2,No,No,Urbana,3.36,5.98,21.79
DEL01267,17.19,7.41,Standard,Moto,Médio,Ensolarado,Noite,Seg-Qui,0.5,1,No,Yes,Urbana,3.29,4.99,10.99
DEL00317,35.32,0.05,Standard,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,10,1,No,No,Urbana,2.35,3.94,12.05
DEL00950,15.02,6.23,Express,Van,Médio,Ensolarado,Manhã,Sexta,,3,No,Yes,Urbana,2.69,6.38,17.18
DEL01668,22.93,5.66,Standard,Moto,Baixo,Ensolarado,Manhã,Seg-Qui,4,4,Yes,No,Suburbana,2.81,5.27,7.85
DEL00340,18.73,,Standard,Carro,Alto,Nublado,Tarde,Seg-Qui,3,3,No,No,Urbana,2.51,5.45,21.61
DEL00788,3.76,4.71,Standard,Van,Baixo,Nublado,Manhã,Sexta,4,3,No,No,Urbana,2.56,6.06,13.9
DEL00564,17.29,9.25,Economy,Van,Congestionado,Ensolarado,Noite,Seg-Qui,3,4,No,No,Urbana,2.92,5.28,43.25
DEL00527,25.28,4.2,Economy,Carro,Alto,Ensolarado,Noite,Sexta,4,4,No,Yes,Urbana,,5.38,38.53
DEL00676,2.31,6.7,Economy,Van,Baixo,Ensolarado,Manhã,Seg-Qui,1,3,No,Yes,Urbana,2.1,5.61,23.02
DEL00448,27.76,0.27,Standard,Carro,Alto,Nublado,Manhã,Seg-Qui,,2,No,No,Urbana,3.02,5.19,19.91
DEL02137,16.77,4.38,  Standard ,Van,Médio,Ensolarado,Manhã,Sexta,3,2,No,No,Suburbana,,6.88,20.35
