property_id,built_area_sqm,bedrooms,bathrooms,parking_spaces,location,property_age_years,floor_number,view_type,condo_fee,infrastructure,has_security,has_pool,has_elevator,property_type,furnished,nearby_metro_km,price_brl
PROP01944,79.75,3,4,2,Zona Oeste,31,0,City,336.17,Básica,No,No,No,Cobertura,No,0.85,865318.16
PROP01459,134.08,1,2,2,Subúrbio,29,20,,605.75,Básica,No,Yes,Yes,Apartamento,No,3.79,718905.63
PROP01348,107.45,4,3,1,Zona Sul,9,18,None,461.75,Premium,No,Yes,Yes,Casa,No,3.88,1340345.31
PROP00420,725.54,2,2,2,Subúrbio,34,1,,163.8,Básica,No,Yes,No,Casa,No,2.86,789677.87
PROP01979,59.8,4,2,1,Zona Leste,4,10,,538.91,,No,Yes,No,Apartamento,No,0.41,1028841.14
PROP02326,119.84,3,2,2,Zona Sul,27,0,None,170.4,Premium,No,No,Yes,Casa,No,2.33,1053460.43
PROP00683,106.24,3,2,1,Zona Sul,32,0,City,6319.17,Completa,Yes,No,No,Apartamento,Yes,1.29,983521.6
PROP01492,132.58,3,4,1,Zona Sul,18,11,,785.61,Básica,Yes,No,No,Casa,No,,1094898.61
PROP00028,130.26,3,2,1,Zona Leste,30,11,Park,195.72,Básica,Yes,No,No,Apartamento,No,,1008167.0
PROP01740,113.52,1,3,2,Zona Sul,15,16,City,1032.88,Básica,Yes,No,Yes,Casa,No,1.07,776848.84
PROP00219,100.08,1,2,3,ZONA LESTE,31,19,City,779.12,Completa,Yes,No,Yes,Casa,No,1.94,833868.93
PROP01179,111.01,2,2,0,Centro,13,6,None,602.88,Básica,No,No,Yes,APARTAMENTO,No,3.08,652262.29
PROP01747,60.7,4,4,2,Zona Leste,47,19,None,571.65,Completa,No,Yes,No,Casa,No,1.55,1050523.17
PROP02035,,2,3,3,Zona Leste,17,20,City,258.07,Completa,Yes,No,Yes,Apartamento,No,1.69,1159808.79
PROP01552,157.05,2,3,1,Zona Norte,18,0,None,1136.85,Básica,Yes,No,No,Casa,Yes,2.15,736570.82
PROP00928,108.96,3,2,2,Zona Norte,42,16,None,780.89,Completa,No,No,No,Apartamento,No,5.33,736226.8
PROP01543,96.49,3,1,1,Zona Sul,33,15,Park,98.54,Completa,Yes,No,No,Casa,No,1.71,1047070.14
PROP00080,139.89,4,3,0,Zona Norte,38,5,None,956.54,Completa,No,Yes,Yes,Apartamento,No,1.37,900302.36
PROP00371,147.52,6,2,3,Zona Oeste,36,13,Park,,Básica,Yes,No,No,Casa,No,0.93,1196811.37
PROP02102,65.71,3,1,0,Zona Oeste,15,0,City,734.28,Completa,Yes,Yes,No,Casa,No,3.05,625910.89
PROP02257,70.43,3,1,1,Zona Norte,8,2,None,183.09,Completa,Yes,No,No,Apartamento,No,3.16,796549.31
PROP00900,70.96,2,2,2,Zona Leste,25,4,None,576.76,Básica,Yes,No,Yes,Apartamento,No,1.33,592079.39
PROP02022,115.2,1,1,3,Zona Norte,31,13,City,,Premium,Yes,No,No,Casa,No,1.47,752635.21
PROP00611,99.94,3,3,1,Centro,19,5,City,672.54,Completa,Yes,No,Yes,Casa,No,1.71,989960.38
PROP00466,674.49,2,6,1,Zona Norte,35,17,Park,626.09,Completa,Yes,No,Yes,Casa,No,3.77,1102162.8
PROP02166,81.65,2,4,1,Zona Leste,8,,None,1034.27,Completa,Yes,No,No,Casa,Yes,,806299.71
PROP01799,,3,3,1,Subúrbio,28,1,City,154.13,Básica,Yes,Yes,No,Apartamento,No,1.3,940464.01
PROP02185,134.4,1,3,1,Centro,22,0,None,144.1,Completa,Yes,No,No,Apartamento,No,0.03,917731.92
PROP01054,39.29,4,1,3,Zona Oeste,19,0,,209.21,,No,No,No,Apartamento,No,4.08,1027744.87
PROP00278,121.6,2,3,1,Subúrbio,19,6,None,468.8,Completa,Yes,No,No,Apartamento,Yes,1.75,906588.39
PROP00197,68.5,3,2,1,Subúrbio,35,0,City,696.82,Completa,Yes,No,Yes,Apartamento,Yes,1.26,595583.03
PROP00873,99.34,2,1,0,Zona Leste,40,16,None,536.69,Completa,No,No,No,Apartamento,Yes,0.63,580463.62
PROP01820,148.21,3,2,1,Subúrbio,3,6,City,343.96,Básica,Yes,No,Yes,Casa,No,3.22,890665.79
PROP01491,183.34,4,3,1,Subúrbio,19,0,None,893.13,Básica,Yes,No,No,Apartamento,No,0.18,845351.91
PROP00430,167.83,3,4,2,Zona Sul,23,16,Park,1008.56,Básica,Yes,No,Yes,Apartamento,Yes,2.14,1237217.19
PROP02472,128.35,4,3,3,Zona Norte,35,7,None,174.27,Completa,Yes,Yes,Yes,Casa,No,2.15,1281663.77
PROP01393,36.04,4,2,2,Zona Sul,35,19,None,,Completa,No,No,Yes,Apartamento,No,1.19,849055.94
PROP00035,151.86,3,1,3,Zona Sul,1,15,Park,910.07,Completa,Yes,No,Yes,Apartamento,No,1.55,1309388.7
PROP00061,113.03,4,4,2,Zona Sul,9,8,None,617.83,Premium,Yes,No,  No ,Apartamento,Yes,1.6,1341413.28
PROP00793,164.03,1,2,2,Subúrbio,37,0,,715.38,Completa,Yes,No,Yes,Apartamento,No,2.49,871757.04
PROP02391,153.43,3,5,1,Subúrbio,3,0,City,769.3,Básica,Yes,No,Yes,Apartamento,No,3.29,948816.43
PROP01030,,2,2,1,Zona Oeste,10,10,Park,682.3,Básica,Yes,No,No,Casa,No,5.22,809322.54
PROP00931,26.85,1,1,1,Subúrbio,35,5,City,702.92,Básica,No,No,Yes,Apartamento,No,2.75,192045.98
PROP02096,68.22,3,2,2,Subúrbio,37,9,None,786.94,Premium,Yes,Yes,Yes,Apartamento,No,2.69,781798.9
PROP01112,85.61,0,2,1,Zona Leste,15,0,City,403.06,Premium,No,No,Yes,Apartamento,No,2.93,915879.6
PROP02382,69.24,1,3,1,Zona Oeste,36,14,City,9503.75,Básica,No,  Yes ,No,Casa,Yes,1.29,451141.15
PROP00881,69.46,4,2,1,Zona Sul,35,0,None,688.2,Completa,No,No,No,Apartamento,No,1.32,795735.49
PROP01119,69.03,3,2,1,Centro,12,,,562.17,,Yes,No,Yes,Casa,No,0.04,792282.26
PROP00341,12.63,3,2,3,Zona Leste,41,,City,215.94,Básica,Yes,Yes,No,Casa,No,3.35,681309.56
PROP00393,91.27,2,5,1,Zona Norte,6,2,City,150.82,Básica,No,No,No,Apartamento,No,4.41,783832.67
PROP01160,77.11,3,1,2,Zona Leste,9,16,Park,505.3,Premium,Yes,Yes,No,Apartamento,Yes,,1113843.38
PROP00070,87.78,1,2,2,Zona Sul,30,,City,148.06,,Yes,No,No,Apartamento,No,2.3,820968.75
PROP00917,,1,1,2,Subúrbio,41,0,City,270.34,Básica,No,Yes,Yes,Cobertura,No,0.59,479170.11
PROP00101,128.66,3,2,2,Zona Oeste,48,7,None,1214.2,Básica,Yes,No,No,Casa,Yes,3.3,631614.9
PROP00327,61.37,3,2,0,Zona Norte,27,0,None,636.3,Completa,No,No,Yes,Cobertura,No,2.88,574211.61
PROP00075,140.94,2,2,1,Zona Leste,33,,None,117.99,Completa,Yes,No,Yes,Casa,No,1.58,872675.94
PROP00849,177.17,3,1,2,Zona Sul,22,5,None,712.8,,Yes,No,No,Casa,Yes,3.06,1134628.27
PROP01634,163.91,4,1,2,Zona Leste,7,8,None,617.1,Completa,No,No,Yes,Casa,No,0.73,999803.08
PROP02393,104.66,3,3,1,Zona Oeste,0,,,625.71,Básica,Yes,No,No,Cobertura,Yes,1.46,1115486.72
PROP01282,35.19,3,2,2,Zona Sul,3,0,Sea,694.75,Básica,No,Yes,Yes,Apartamento,No,0.2,913793.8
PROP01525,126.31,4,2,1,Zona Sul,34,2,None,113.19,Básica,Yes,No,Yes,Apartamento,No,,999853.2
PROP01631,70.59,4,2,4,Zona Sul,25,16,None,1042.19,Premium,No,No,Yes,Apartamento,No,1.24,1075172.05
PROP02269,91.27,3,2,2,Centro,46,0,,737.36,Básica,Yes,No,Yes,Cobertura,Yes,3.22,659333.93
PROP01605,130.42,1,3,1,Zona Leste,10,14,None,739.6,Completa,Yes,No,No,Casa,Yes,2.43,857937.35
PROP02168,,1,3,1,Centro,44,72,  None ,520.14,Completa,No,No,No,Apartamento,No,2.41,781867.85
PROP00803,,3,2,2,Subúrbio,47,,,869.72,Completa,Yes,No,Yes,Apartamento,No,0.49,761843.23
PROP00791,106.99,2,1,1,Zona Norte,25,11,None,819.11,Básica,Yes,No,No,Casa,No,,516247.03
PROP01671,166.37,3,2,1,Centro,36,0,None,661.71,Completa,Yes,No,Yes,Cobertura,No,,900887.89
PROP01547,86.18,3,2,1,Zona Sul,32,13,None,273.82,Completa,No,No,Yes,Casa,No,3.62,1062993.37
PROP00922,135.53,1,2,1,Centro,21,6,Park,448.15,Completa,No,No,No,Apartamento,No,3.7,846457.75
PROP01512,140.86,2,2,2,Centro,6,3,None,821.03,,No,Yes,Yes,  Apartamento ,Yes,3.97,854020.15
PROP02415,121.37,1,2,1,Zona Oeste,49,0,None,406.48,Premium,Yes,No,No,Apartamento,No,2.29,739927.52
PROP00685,114.95,2,1,4,Subúrbio,39,7,None,20.41,Premium,Yes,Yes,No,Apartamento,No,1.0,1076464.52
PROP01527,,2,1,2,Centro,6,4,None,,Completa,Yes,Yes,No,Casa,Yes,4.78,1047289.99
PROP00275,107.97,2,3,3,Zona Sul,10,12,None,885.9,Premium,No,No,No,Apartamento,Yes,3.27,975657.52
PROP01084,80.12,1,2,3,Zona Norte,41,9,None,437.04,Completa,No,Yes,Yes,Apartamento,No,2.02,740719.77
PROP01213,79.91,4,2,2,Zona Sul,0,18,,,Completa,Yes,No,No,Apartamento,No,2.27,1141328.8
PROP00247,100.21,4,4,2,Zona Oeste,35,,,555.36,Básica,Yes,Yes,No,Casa,No,4.28,1052228.95
PROP00472,,3,3,0,Centro,36,,  None ,,Básica,No,No,Yes,Apartamento,No,1.6,726316.89
PROP02334,,4,2,2,Zona Norte,41,0,City,546.84,Completa,No,Yes,No,Casa,No,0.83,1040787.1
PROP01831,126.77,3,2,3,Zona Norte,18,6,None,677.89,Completa,Yes,No,Yes,Casa,No,1.63,925564.85
PROP01063,,3,4,1,Subúrbio,0,10,None,833.02,Básica,Yes,Yes,Yes,Casa,No,2.84,868677.63
PROP00322,128.58,1,3,1,Zona Sul,27,0,,34.61,Completa,Yes,No,Yes,Apartamento,No,,944231.57
PROP01004,128.3,1,2,3,Centro,1,19,NONE,1112.21,Completa,No,No,Yes,Apartamento,No,2.67,836394.23
PROP01641,83.64,3,4,1,Centro,46,60,None,656.21,Completa,Yes,No,Yes,Casa,No,2.57,916319.47
PROP00312,158.46,4,3,1,Zona Oeste,33,11,None,542.16,Completa,Yes,No,Yes,Apartamento,Yes,0.64,1090300.2
PROP01886,137.09,3,4,2,Subúrbio,31,1,Park,281.73,Básica,Yes,No,Yes,Casa,No,1.71,975232.61
PROP01392,227.9,3,1,2,  Zona Norte ,26,3,None,449.07,Básica,No,No,Yes,Casa,No,0.62,919756.54
PROP01693,118.01,4,4,3,Zona Norte,49,,None,283.54,Básica,No,No,No,Cobertura,Yes,1.09,1094323.37
PROP02350,127.05,4,2,2,Zona Norte,26,,None,,Completa,Yes,No,Yes,Apartamento,No,2.36,993828.68
PROP01551,,3,2,2,Subúrbio,17,4,Sea,251.62,Completa,No,Yes,No,Casa,No,2.03,1032868.15
PROP00669,,2,2,2,Zona Oeste,42,2,City,539.61,,Yes,Yes,No,Apartamento,No,2.51,1020065.46
PROP02263,73.92,3,3,1,Zona Sul,46,2,,,Básica,No,No,No,Apartamento,No,1.92,757119.88
PROP00559,203.15,2,2,1,Zona Norte,10,0,None,594.74,Completa,Yes,No,No,Apartamento,Yes,1.06,1025329.57
PROP01124,96.04,2,4,1,Zona Leste,9,15,City,873.85,Completa,Yes,No,Yes,Casa,No,2.87,810402.74
PROP01782,141.75,2,1,2,Zona Norte,49,6,None,529.01,Básica,No,No,  No ,Apartamento,No,1.23,618974.78
PROP00985,66.81,2,1,3,Zona Leste,21,6,City,751.53,Completa,Yes,No,Yes,Casa,No,2.38,638573.51
PROP00509,124.69,3,2,1,  Zona Norte ,29,20,Sea,586.18,Completa,Yes,Yes,Yes,Apartamento,No,2.02,1102580.75
PROP02428,,2,1,1,Zona Leste,6,4,None,846.39,Básica,No,No,No,Apartamento,Yes,0.74,531070.52
PROP02388,19.47,2,2,2,Subúrbio,16,10,City,279.73,Básica,Yes,No,No,Casa,No,,606410.79
PROP01258,152.87,2,6,2,Centro,4,0,Sea,250.36,Completa,Yes,No,No,Casa,No,1.62,1442488.94
PROP01696,102.45,5,3,2,Centro,23,0,City,256.24,Premium,Yes,No,No,Apartamento,No,,1343265.86
PROP01138,95.19,4,2,4,Zona Oeste,5,,,378.34,Básica,No,Yes,No,Casa,No,3.04,1056907.31
PROP00606,141.06,2,2,2,Zona Leste,12,0,,449.39,Básica,Yes,No,Yes,Casa,No,2.56,846109.25
PROP02325,112.9,3,1,0,Zona Oeste,21,2,City,617.78,Completa,No,No,Yes,Casa,No,1.83,772316.31
PROP00621,103.76,1,2,2,Subúrbio,26,2,None,232.18,Premium,Yes,No,Yes,Apartamento,No,3.07,772792.43
PROP02193,88.85,4,1,1,Zona Sul,43,0,None,986.53,Básica,No,Yes,Yes,Apartamento,Yes,1.5,633896.37
PROP01211,100.07,2,1,1,Zona Norte,11,0,,766.14,Completa,Yes,No,Yes,Casa,No,4.85,684271.06
PROP01997,111.97,2,2,1,Zona Oeste,22,,None,404.1,Básica,Yes,No,Yes,Casa,No,1.41,772063.99
PROP00631,65.53,2,2,2,Centro,22,15,,828.42,Básica,Yes,Yes,Yes,Casa,No,1.86,747329.59
PROP00057,103.18,3,2,3,Zona Sul,13,0,City,,Completa,Yes,Yes,No,Casa,No,1.41,1246844.63
PROP00845,116.25,2,2,1,Zona Oeste,29,8,Park,439.92,Básica,No,Yes,Yes,Apartamento,No,3.18,885344.75
PROP01667,105.11,2,2,2,Zona Oeste,1,0,None,808.19,Básica,No,Yes,No,Apartamento,No,0.73,730032.88
PROP01357,57.61,3,3,2,Subúrbio,29,0,None,355.77,Completa,No,Yes,No,Apartamento,No,1.82,873178.22
PROP01793,134.63,2,5,2,Zona Sul,40,7,City,845.61,Premium,Yes,No,No,Apartamento,No,0.36,1151568.36
PROP00551,82.12,3,2,3,Centro,43,13,None,557.79,Premium,Yes,No,Yes,Casa,Yes,1.38,1044851.87
PROP01497,105.91,2,3,1,Zona Sul,16,9,None,305.68,Completa,Yes,Yes,Yes,Apartamento,No,2.33,995966.33
PROP00214,139.09,4,2,1,Zona Norte,3,18,None,676.78,Premium,Yes,No,No,Casa,No,1.48,1082525.96
PROP00980,171.97,3,2,1,Subúrbio,13,13,,251.12,Completa,Yes,No,Yes,Apartamento,No,2.29,1118412.29
PROP01360,22.2,3,1,2,Zona Leste,41,0,City,542.2,Básica,Yes,No,No,Apartamento,No,3.76,589049.43
PROP01783,102.97,4,2,2,Subúrbio,12,9,None,142.3,Completa,No,No,Yes,Casa,No,0.35,961101.08
PROP01988,78.58,5,3,3,Zona Leste,49,9,None,999.22,Completa,Yes,No,No,Apartamento,No,1.37,904113.0
PROP02464,,3,2,1,Zona Sul,30,6,None,1236.93,Completa,Yes,No,Yes,Apartamento,No,,972012.23
PROP02071,99.11,2,3,4,Zona Oeste,11,20,City,588.74,Básica,No,No,Yes,Casa,No,2.17,834819.43
PROP01457,95.13,2,1,1,Zona Oeste,30,3,None,848.92,Básica,No,No,No,Casa,Yes,2.64,501265.46
PROP00449,60.06,3,2,1,Zona Norte,34,0,None,521.37,Completa,No,No,Yes,Apartamento,No,1.74,573766.98
PROP00820,78.17,2,2,3,Centro,44,0,None,461.82,Completa,No,Yes,Yes,Apartamento,No,2.56,896617.02
PROP02305,162.47,4,1,1,Zona Oeste,41,0,City,189.05,Completa,No,No,Yes,Casa,No,0.54,1036453.76
PROP00267,104.05,1,1,1,Zona Sul,4,12,City,718.78,Completa,No,Yes,Yes,  Apartamento ,No,0.5,831420.85
PROP00677,83.64,3,4,1,Zona Norte,26,4,Sea,,Completa,No,No,No,Apartamento,No,3.34,987672.39
PROP01202,123.22,2,2,2,Centro,20,7,Park,694.59,Completa,No,No,No,Apartamento,Yes,0.43,978373.67
PROP00760,75.21,2,2,2,Zona Norte,8,18,None,842.15,Completa,No,No,Yes,Cobertura,No,3.3,694068.24
PROP01594,135.69,3,3,1,Zona Sul,16,7,None,1028.02,Completa,Yes,No,No,Casa,No,2.19,1019387.15
PROP01117,180.74,2,2,1,Zona Norte,32,1,None,554.48,Completa,No,No,No,Cobertura,No,2.63,744270.4
PROP01659,188.16,4,1,1,Centro,37,7,City,321.18,Completa,No,No,Yes,Apartamento,No,1.15,1144202.86
PROP01685,121.34,1,1,1,Zona Norte,11,18,None,905.27,Básica,No,Yes,Yes,Casa,No,1.38,539269.77
PROP01710,68.26,4,3,3,Zona Norte,11,16,None,382.51,Completa,Yes,No,No,Casa,Yes,0.92,1037847.26
PROP00570,149.51,3,1,1,Zona Norte,20,13,None,390.18,Básica,Yes,No,Yes,Apartamento,No,0.23,817845.72
PROP00977,147.86,2,3,1,Zona Norte,8,6,City,622.11,Completa,No,Yes,Yes,Apartamento,No,4.91,954650.52
PROP01800,133.2,4,2,1,Zona Leste,44,0,None,635.59,Completa,Yes,Yes,No,Apartamento,Yes,2.78,974552.32
PROP00852,,4,2,2,Zona Norte,23,17,Park,62.07,Básica,No,No,No,Casa,No,2.64,1101978.18
PROP00296,138.23,1,1,1,Zona Sul,11,0,City,11.01,Completa,Yes,No,Yes,Apartamento,No,2.44,889288.85
PROP02053,,3,2,1,Zona Sul,3,6,City,427.51,Básica,Yes,No,No,Casa,Yes,1.15,986157.93
PROP00433,91.53,2,3,2,Centro,50,2,Sea,532.44,Completa,No,Yes,Yes,Casa,No,0.74,1010643.67
PROP00660,75.15,3,1,2,Zona Sul,47,1,None,347.82,Básica,Yes,Yes,No,Apartamento,No,0.47,805031.69
PROP00535,,2,2,3,Centro,14,8,None,149.86,Básica,No,No,No,Apartamento,No,3.28,968871.73
PROP02165,181.59,3,3,1,Zona Oeste,18,0,City,,Básica,No,No,No,Apartamento,No,2.21,896495.29
PROP01629,139.48,2,2,1,Zona Leste,2,14,None,289.95,Completa,Yes,Yes,Yes,Apartamento,Yes,1.41,1110502.55
PROP02079,154.34,2,2,2,Centro,43,11,None,712.07,,No,No,Yes,Apartamento,No,,764454.74
PROP01359,116.72,2,1,3,Zona Oeste,13,0,None,1163.59,Básica,No,No,Yes,Apartamento,No,,544563.39
PROP02051,138.1,3,2,2,Zona Sul,1,0,Park,635.53,Completa,No,No,Yes,Apartamento,No,3.51,1060488.24
PROP02296,121.55,2,4,2,Zona Norte,36,9,None,772.8,Completa,Yes,Yes,No,Apartamento,Yes,,974682.68
PROP00114,53.53,2,1,2,Zona Norte,8,7,None,656.31,,Yes,Yes,No,  Casa ,Yes,,598584.29
PROP00342,115.2,2,1,2,Zona Leste,10,6,None,440.12,  Básica ,Yes,Yes,Yes,Apartamento,No,2.75,817742.01
PROP00192,98.17,3,2,2,Zona Oeste,31,15,None,855.4,Básica,Yes,Yes,No,Apartamento,No,2.29,867065.23
PROP02499,,2,4,1,Zona Sul,47,9,City,164.86,Completa,No,Yes,No,Casa,No,3.2,1116719.89
PROP01304,56.44,4,2,2,Zona Sul,7,0,None,870.54,Básica,No,Yes,No,Apartamento,No,,839469.96
PROP01728,139.43,4,2,1,Zona Oeste,1,20,None,487.42,Básica,Yes,Yes,No,Apartamento,No,0.24,1098311.55
PROP00211,112.05,3,1,2,Zona Leste,19,4,City,123.19,Básica,No,No,Yes,Apartamento,No,1.19,859100.53
PROP01175,129.67,1,3,1,Zona Oeste,43,,,478.0,Completa,Yes,No,Yes,Casa,No,2.43,822092.39
PROP00280,122.47,3,1,1,Zona Norte,10,14,None,,Básica,Yes,No,No,Casa,No,2.74,705575.97
PROP01352,113.3,1,1,2,Zona Sul,27,19,None,,,Yes,No,No,Casa,No,1.62,781385.49
PROP01647,103.86,4,2,0,Zona Leste,30,0,City,615.09,Completa,Yes,No,No,Apartamento,Yes,4.42,801544.87
PROP00440,150.69,2,2,1,Centro,45,20,Park,150.58,Básica,Yes,Yes,No,Cobertura,No,3.11,1113290.4
PROP00094,76.3,3,1,1,Zona Sul,48,12,None,279.23,Completa,No,  No ,No,Apartamento,No,2.5,807079.95
PROP01655,13.89,2,2,2,Zona Norte,2,,City,605.4,Básica,No,  No ,Yes,Casa,Yes,2.63,472861.54
PROP00392,74.18,3,3,1,Centro,21,8,Park,199.61,Básica,Yes,Yes,Yes,Casa,No,4.46,960962.89
PROP01969,118.88,2,3,1,Zona Oeste,34,8,,122.77,Premium,No,No,Yes,Apartamento,No,1.58,999330.42
PROP01365,170.2,3,1,2,Centro,20,3,City,413.08,Completa,Yes,No,Yes,Apartamento,Yes,2.83,1095702.64
PROP01303,43.1,4,3,2,Subúrbio,20,7,Park,513.07,Premium,Yes,No,No,Cobertura,No,0.17,999114.97
PROP02244,114.22,2,3,2,Zona Norte,6,9,,832.25,Básica,Yes,Yes,Yes,Apartamento,No,2.78,887758.06
PROP00558,32.55,4,1,1,Zona Oeste,20,0,City,926.02,,Yes,No,Yes,Apartamento,No,,652539.65
PROP00321,57.38,3,1,2,Centro,14,,,257.73,Completa,No,Yes,  Yes ,Apartamento,No,0.07,1006178.17
PROP00333,,4,1,3,Zona Norte,49,10,City,98.09,Básica,No,No,Yes,Casa,No,4.36,914547.3
PROP01055,,2,2,1,Zona Norte,18,3,None,690.85,Básica,No,Yes,No,Casa,No,1.58,738229.9
PROP00882,107.4,3,2,3,Zona Sul,47,4,City,749.09,Completa,Yes,No,No,Apartamento,No,1.1,1031873.93
PROP00486,,3,2,0,Zona Oeste,29,1,None,197.22,Completa,Yes,No,No,Cobertura,Yes,0.51,1021496.58
PROP00529,124.59,3,1,1,Zona Oeste,50,0,Park,722.71,,Yes,No,Yes,Casa,No,2.05,920017.27
PROP00738,89.01,2,3,1,Zona Sul,34,15,City,530.87,Básica,No,No,No,Apartamento,No,0.83,793021.89
PROP01746,84.33,2,1,1,Zona Norte,30,0,None,90.39,Básica,No,No,No,Casa,Yes,2.32,539293.93
PROP00974,,3,2,1,Zona Oeste,46,6,None,475.59,,No,Yes,Yes,Apartamento,Yes,2.39,854994.64
PROP01268,121.6,2,2,2,Centro,20,20,None,692.46,Básica,No,Yes,No,Apartamento,No,2.9,884424.99
PROP01978,116.9,2,2,1,Centro,32,3,None,201.23,Completa,No,No,No,Apartamento,Yes,1.95,877237.52
PROP02136,148.29,3,1,2,Zona Sul,29,16,None,844.58,Básica,Yes,No,No,Casa,No,,955252.27
PROP00948,131.34,3,3,2,Subúrbio,26,16,,,Básica,No,No,Yes,Apartamento,No,1.36,908580.33
PROP02443,126.79,2,2,2,Zona Oeste,43,12,None,516.54,Premium,No,No,No,Apartamento,No,3.11,928065.82
PROP00864,170.08,2,2,1,Zona Norte,33,10,None,586.08,Completa,No,Yes,No,Apartamento,No,2.42,892774.2
PROP01033,,3,1,2,Subúrbio,17,8,City,759.62,Básica,Yes,Yes,Yes,Apartamento,No,2.69,751558.3
PROP02248,,2,1,0,Zona Leste,42,9,None,661.5,Premium,Yes,No,Yes,Casa,Yes,1.3,856903.9
PROP00742,99.03,4,2,2,Zona Leste,24,19,,280.42,Completa,  No ,No,Yes,Casa,No,2.83,886720.82
PROP02114,206.3,2,2,2,Zona Oeste,19,0,None,340.05,Básica,No,No,No,Apartamento,No,1.52,955772.75
PROP01326,86.98,3,1,3,Zona Norte,1,14,None,323.06,Básica,Yes,No,Yes,Casa,No,3.53,784573.55
PROP01866,105.9,1,2,2,Zona Norte,41,7,City,834.26,COMPLETA,No,No,No,Casa,No,1.77,639542.26
PROP00478,51.79,2,3,2,Zona Sul,18,5,City,3.64,Completa,No,No,Yes,Apartamento,No,0.5,877588.69
PROP01216,72.25,3,3,1,Zona Sul,7,1,City,645.03,Completa,Yes,Yes,No,Casa,No,,1028039.67
PROP02151,94.93,2,2,3,Zona Sul,30,0,City,,,No,No,No,Apartamento,No,1.04,943692.27
PROP00285,126.6,3,3,1,Zona Sul,25,6,None,261.73,  Completa ,Yes,No,No,Apartamento,No,1.13,1100858.62
PROP01722,47.86,3,1,2,Centro,44,4,Park,890.75,Básica,Yes,No,Yes,Apartamento,No,3.0,570480.3
PROP02042,72.99,3,1,1,Subúrbio,27,2,None,543.46,Completa,Yes,No,No,Apartamento,Yes,2.35,649436.96
PROP00655,45.43,2,3,1,Zona Leste,23,,,449.51,Premium,No,Yes,No,Cobertura,Yes,0.56,932000.32
PROP01691,,4,2,1,Zona Oeste,48,18,City,128.23,Básica,Yes,No,No,Apartamento,No,3.5,1018049.58
PROP00754,113.1,3,3,2,Zona Norte,29,,None,563.1,Premium,Yes,No,No,Casa,Yes,3.3,972818.83
PROP00136,99.99,2,1,3,Zona Leste,12,12,None,347.82,Completa,Yes,No,No,Apartamento,Yes,,885651.62
PROP00019,36.67,2,4,1,Zona Leste,10,15,City,699.66,Completa,Yes,No,Yes,Apartamento,No,0.41,787165.4
PROP00020,158.6,6,2,0,Zona Sul,27,,Park,528.23,Básica,No,No,Yes,Casa,No,,1214140.98
PROP00461,93.25,2,3,1,Zona Leste,8,5,,,Básica,No,Yes,Yes,Apartamento,No,4.92,750786.54
PROP01583,,3,3,0,Zona Leste,37,11,None,820.73,Completa,Yes,Yes,Yes,Apartamento,No,2.31,719044.82
PROP01544,117.57,4,2,1,Subúrbio,48,12,None,,Completa,Yes,No,No,Apartamento,No,2.04,784050.54
PROP01113,22.67,3,2,2,Subúrbio,43,13,,263.27,Completa,Yes,No,No,Casa,Yes,0.49,682044.55
PROP01052,95.49,2,2,1,Zona Leste,30,,Park,47.28,Completa,No,No,Yes,Casa,No,,888073.34
PROP01058,126.89,2,3,2,Subúrbio,41,8,City,263.73,Completa,Yes,No,Yes,Apartamento,No,2.22,955105.94
PROP01990,31.34,2,2,2,Zona Norte,17,8,City,1126.23,Completa,Yes,No,No,Casa,No,1.04,564405.3
PROP01824,,4,2,2,Subúrbio,13,0,None,333.95,Básica,No,No,Yes,Apartamento,No,0.05,690531.11
PROP01949,89.21,3,2,2,Zona Sul,0,16,None,448.26,Básica,Yes,Yes,Yes,Casa,Yes,0.47,1019973.46
PROP01572,65.14,3,2,2,Zona Sul,5,3,Park,374.19,Básica,No,No,Yes,Cobertura,No,1.6,863019.22
PROP01078,60.3,1,3,2,Centro,6,0,Sea,449.12,Completa,Yes,Yes,Yes,Casa,No,0.45,1036966.49
PROP02489,59.33,1,2,3,Zona Leste,43,0,None,586.71,Completa,Yes,Yes,No,Casa,No,,656632.13
PROP00046,122.67,3,2,2,Zona Oeste,43,4,None,166.5,Básica,Yes,No,Yes,Apartamento,No,4.32,938219.93
PROP02149,,1,2,0,Centro,21,20,City,453.9,Completa,No,No,No,Apartamento,No,,874856.64
PROP02017,113.62,3,2,2,Zona Leste,32,19,Park,932.25,Completa,Yes,Yes,Yes,Cobertura,No,0.58,1109965.25
PROP01296,109.48,1,2,3,Zona Oeste,2,9,None,399.61,Completa,Yes,No,Yes,Apartamento,No,1.81,1013691.06
PROP01201,95.91,5,5,1,Zona Norte,22,10,None,1017.15,Premium,No,No,Yes,Apartamento,No,2.87,1146199.59
PROP01150,65.93,1,2,2,Zona Oeste,47,2,Park,1042.57,Básica,Yes,No,Yes,Apartamento,Yes,3.09,392906.44
PROP00201,,4,1,1,Subúrbio,11,0,None,,,Yes,No,Yes,Casa,No,1.39,678224.62
PROP01986,65.53,3,2,2,Zona Sul,7,9,City,1028.92,Completa,No,No,No,Apartamento,Yes,4.48,782413.5
PROP00701,173.1,2,2,1,Centro,48,13,Sea,253.23,Completa,Yes,Yes,Yes,Casa,NO,3.78,1274772.8
