sale_id,marketing_spend,website_traffic,conversion_rate,avg_product_rating,discount_percentage,num_products,avg_price,customer_reviews,return_rate,product_category,competition_level,seasonality,free_shipping,payment_methods,mobile_traffic_pct,monthly_sales
SALE02138,5856.37,13694,4.19,1.71,15,194,89.45,798,,Fashion,Low,Medium,No,Debit Card,79.18,7546.76
SALE00234,5371.87,13307,4.52,3.66,0,330,216.23,785,7.01,Fashion,High,High,No,Bank Transfer,76.68,5972.39
SALE01528,4895.5,9114,5.24,3.08,5,139,159.19,954,11.22,Books,High,Low,Yes,Bank Transfer,74.63,6765.14
SALE01201,5090.67,32959,5.47,3.14,10,97,168.59,539,10.27,Electronics,High,Low,Yes,Debit Card,52.0,7997.32
SALE02243,2572.18,13104,3.07,2.67,30,309,150.77,349,7.29,Fashion,High,Low,Yes,Bank Transfer,60.45,8090.32
SALE00607,7911.84,13874,7.08,3.29,30,42,50.45,545,5.96,Electronics,Medium,Low,No,PayPal,76.52,9883.95
SALE02180,8812.88,12451,6.68,,10,282,109.79,483,11.29,Fashion,Medium,Low,Yes,Credit Card,62.55,8138.53
SALE00217,3351.87,15435,,3.45,10,163,157.66,,9.19,Fashion,High,High,Yes,Debit Card,74.95,6773.59
SALE00370,5808.69,16827,5.13,3.02,20,252,236.35,163,10.68,Electronics,Low,Medium,Yes,PayPal,72.05,8099.36
SALE02411,7144.2,16754,6.73,3.3,5,167,135.1,459,9.05,Electronics,High,High,No,Bank Transfer,69.73,7916.14
SALE00485,7039.82,16929,5.86,2.5,20,133,180.31,675,6.68,Sports,High,Medium,Yes,Credit Card,78.39,8686.46
SALE01135,2402.88,10470,4.69,2.56,10,134,235.84,220,8.69,Home,High,High,No,Credit Card,71.97,7029.68
SALE02403,6018.88,11171,5.9,3.2,10,423,230.42,,,Fashion,HIGH,Low,No,Credit Card,70.46,8614.36
SALE00555,4571.88,15339,5.06,3.47,10,304,230.73,737,12.33,Fashion,Low,Low,No,PayPal,74.25,6733.23
SALE00188,,14330,5.78,2.94,10,500,128.36,508,9.14,Electronics,High,Low,Yes,PayPal,54.22,7524.4
SALE01128,4512.66,13426,7.3,2.36,10,475,205.19,,9.25,Home,Medium,High,No,PayPal,68.19,7766.54
SALE01833,,,7.27,3.8,15,258,177.52,,8.47,Books,High,High,Yes,Debit Card,68.3,8914.45
SALE02421,4193.55,10924,6.19,,10,252,264.54,878,8.32,Fashion,High,Medium,Yes,Credit Card,58.74,7444.02
SALE00378,4789.82,19336,5.23,3.44,5,64,180.35,850,8.11,Electronics,Medium,Medium,No,Bank Transfer,59.89,7227.05
SALE02384,10205.79,16787,,2.95,15,410,133.9,663,9.5,Electronics,Low,High,Yes,Bank Transfer,54.39,8220.33
SALE01544,4783.04,23849,5.91,3.39,10,492,342.65,257,8.71,Fashion,Medium,High,Yes,Credit Card,71.07,7123.0
SALE00298,4218.33,18447,3.67,2.63,10,219,97.16,54,10.3,Electronics,High,Medium,No,Bank Transfer,70.82,7510.41
SALE02423,4827.28,16074,6.7,3.21,20,52,210.6,175,9.36,Home,Medium,Low,Yes,Debit Card,72.86,8286.73
SALE02409,6417.47,27548,6.81,2.76,10,400,161.36,78,11.6,Sports,Medium,Medium,No,PayPal,62.6,9016.09
SALE00003,4207.2,24600,5.9,2.68,15,167,157.75,580,10.27,Books,Medium,Low,No,Debit Card,74.39,8327.19
SALE02196,4583.09,,6.41,2.95,30,357,180.01,446,6.21,Fashion,Medium,Medium,Yes,PayPal,66.34,9006.44
SALE01179,5365.7,5996,,3.44,10,58,57.47,279,7.67,Fashion,High,High,Yes,Bank Transfer,67.56,7640.4
SALE02188,2403.95,7345,3.37,3.3,10,297,113.6,482,9.83,Home,Medium,Medium,Yes,PayPal,71.91,6056.05
SALE00203,6128.62,13714,5.17,4.02,30,371,113.04,,,Books,Medium,High,Yes,Bank Transfer,71.02,7984.39
SALE00924,6269.79,13425,5.19,2.88,25,454,176.13,923,8.35,Fashion,Low,High,No,Credit Card,65.97,9142.93
SALE01618,3439.95,21005,5.12,2.1,10,378,197.82,974,,Fashion,Low,Low,Yes,Bank Transfer,82.39,7169.52
SALE01765,4823.95,20958,,2.68,10,426,71.47,872,7.34,Sports,High,Low,Yes,Debit Card,66.29,7675.71
SALE00974,7539.24,12802,6.57,2.73,20,448,190.79,761,9.86,Home,High,Low,Yes,Bank Transfer,57.33,7941.24
SALE00725,,13355,5.73,3.48,10,342,210.13,445,11.5,Books,Medium,High,Yes,Bank Transfer,68.17,7286.27
SALE01149,-433.21,14722,5.25,3.51,10,119,200.48,406,11.16,Electronics,Medium,Medium,Yes,Credit Card,60.59,7004.72
SALE00193,4917.01,15838,6.14,1.83,5,49,220.65,79,8.73,Fashion,Medium,High,Yes,Bank Transfer,75.65,7383.82
SALE01219,7982.35,9741,7.55,3.51,15,464,259.93,980,8.75,Fashion,High,Low,Yes,Debit Card,77.46,9139.79
SALE00367,5104.57,25751,5.13,2.28,20,86,157.02,266,9.06,Books,Medium,Medium,No,PAYPAL,71.75,8524.6
SALE00990,3219.88,8101,3.13,3.07,30,445,192.5,537,11.44,Electronics,Low,Low,No,PayPal,76.43,7873.11
SALE00226,,13624,5.86,3.32,10,318,165.18,,11.1,Fashion,High,Medium,Yes,Bank Transfer,83.48,7307.11
SALE00823,3437.04,18045,6.51,3.15,20,348,217.13,291,4.99,Electronics,Low,Low,Yes,Debit Card,60.57,7737.01
SALE01356,,17951,5.58,2.59,25,33,181.75,710,9.18,Home,Medium,Medium,No,Debit Card,70.26,8439.3
SALE01677,5379.09,16336,5.25,3.54,30,60,127.43,939,7.89,Fashion,Medium,Medium,No,Credit Card,71.59,8146.57
SALE00239,2564.73,24738,5.82,2.3,0,342,102.83,459,9.52,Electronics,High,Medium,Yes,PayPal,64.6,6446.62
SALE02443,1477.3,21416,5.69,2.39,10,485,46.9,712,9.0,Home,Low,Low,Yes,PayPal,78.49,7515.82
SALE02109,3873.96,14273,4.4,3.3,10,178,65.77,869,6.07,Electronics,High,Low,No,Bank Transfer,70.4,6988.92
SALE00970,6749.34,14840,4.25,2.3,10,342,173.19,477,9.92,Fashion,High,Medium,No,Credit Card,66.73,8194.75
SALE02264,,17939,6.06,2.54,30,30,204.06,590,8.01,Electronics,Medium,Low,No,Credit Card,73.77,8291.09
SALE00782,3659.27,19115,5.8,2.8,25,421,120.83,206,7.03,Home,Low,Low,Yes,PayPal,77.66,7587.98
SALE00533,4760.06,12811,4.25,3.65,25,408,89.43,40,11.86,Home,Medium,High,Yes,Bank Transfer,68.58,7551.62
SALE00305,4277.87,13158,5.88,3.08,10,226,0.02,506,,Home,High,High,No,Bank Transfer,70.23,7953.82
SALE02414,5092.35,14414,,3.2,0,426,157.13,994,9.24,Books,High,High,Yes,Debit Card,54.51,6513.43
SALE02497,1299.6,18429,5.45,2.83,10,333,320.32,97,8.11,Electronics,Medium,Low,No,PayPal,60.75,6414.17
SALE00402,3862.69,18396,4.98,3.24,15,67,187.95,992,8.4,FASHION,Medium,Medium,NO,Debit Card,64.5,6545.71
SALE00558,4723.36,19223,5.15,3.82,10,356,151.88,618,9.93,Books,Medium,Low,Yes,Bank Transfer,66.97,7528.64
SALE01792,5154.17,17961,4.46,3.0,10,236,271.61,552,6.56,Home,Medium,Medium,No,Credit Card,68.44,7595.99
SALE02062,6215.2,11711,4.21,3.43,10,310,148.89,142,10.7,Fashion,High,Low,Yes,PayPal,67.05,6818.81
SALE00149,4670.17,11332,5.59,2.85,15,165,29.94,650,8.28,Electronics,Medium,Low,No,Bank Transfer,78.11,7165.47
SALE00429,,9058,4.25,2.0,0,81,134.25,737,9.55,Home,High,Medium,Yes,Credit Card,64.4,7351.86
SALE00153,4402.5,10011,4.24,3.34,10,290,137.45,917,9.59,Electronics,Medium,Medium,No,PayPal,61.06,7369.92
SALE00691,3020.42,11435,4.62,,15,144,208.29,255,7.8,Books,High,High,Yes,Credit Card,67.26,7787.36
SALE00463,5733.21,15310,5.05,3.56,15,454,38.61,600,9.09,Fashion,Low,Medium,Yes,Credit Card,65.18,8028.91
SALE00244,1424.11,16133,6.18,2.38,0,386,110.84,516,6.35,Electronics,Medium,Medium,No,Debit Card,69.98,6402.34
SALE02013,984.39,18301,5.82,3.46,0,405,158.17,333,10.94,Sports,High,Low,Yes,Bank Transfer,65.86,7433.26
SALE02418,7025.93,19909,6.8,2.91,15,443,102.36,213,8.76,Home,Medium,Medium,Yes,Credit Card,77.44,8466.82
SALE02137,2838.82,,4.6,2.92,10,164,180.0,566,7.49,Fashion,Medium,Low,Yes,Credit Card,57.12,6867.94
SALE00230,4585.07,12106,3.38,2.53,10,212,16.08,551,8.98,Books,Low,High,No,PayPal,53.66,7314.35
SALE00038,7965.67,18043,5.11,2.29,10,304,51.23,688,9.68,Electronics,High,High,Yes,BANK TRANSFER,68.81,8054.59
SALE01108,8074.22,6990,4.92,2.95,5,89,249.63,757,10.35,Home,High,Low,No,PayPal,64.64,7236.6
SALE00518,8014.3,,3.98,2.99,10,87,120.74,977,7.78,Fashion,Low,Medium,Yes,Debit Card,70.01,7911.81
SALE02484,4920.25,,4.81,3.34,20,93,48.66,194,6.71,Fashion,Medium,Low,Yes,Bank Transfer,62.77,8315.2
SALE01457,6482.42,10877,5.66,2.49,10,412,232.32,5,7.74,Fashion,Medium,Low,Yes,Credit Card,62.69,7588.25
SALE00155,5410.32,22677,,2.92,25,397,248.61,,8.72,Sports,Medium,Medium,No,Debit Card,58.17,8227.35
SALE02207,3525.32,,7.13,2.07,20,363,118.43,832,8.61,Books,High,High,No,Debit Card,58.77,7021.45
SALE01782,7645.23,14507,6.98,2.07,10,404,257.19,,9.24,Home,Medium,High,Yes,PayPal,65.77,7833.32
SALE00236,11406.35,5937,7.08,3.29,10,284,156.64,293,,Sports,Medium,Low,Yes,Debit Card,77.88,8596.32
SALE01088,372.7,11867,7.33,2.93,15,316,127.97,,,Electronics,Medium,Low,Yes,Bank Transfer,69.89,7802.28
SALE00734,2299.99,9081,6.13,3.08,10,50,252.41,439,,Sports,Low,High,Yes,PayPal,61.3,7179.61
SALE01162,6065.3,16771,6.57,2.58,10,41,18.78,597,10.08,Home,Medium,High,Yes,Credit Card,59.34,6954.4
SALE01322,8122.12,15355,5.28,3.16,10,347,154.27,30,9.39,Electronics,High,High,Yes,PayPal,71.69,8420.48
SALE01034,4808.63,11565,7.22,3.4,10,130,150.87,29,9.54,Home,High,Low,No,Debit Card,55.65,8168.2
SALE01433,9324.69,12915,6.88,3.1,15,87,146.64,427,11.47,Electronics,High,Medium,Yes,PayPal,76.48,8977.37
SALE01292,3919.23,17508,8.27,2.79,15,250,108.24,50,8.68,Electronics,Medium,High,Yes,Credit Card,68.26,8196.42
SALE01509,6072.91,820,6.78,3.89,30,43,111.46,638,11.41,Fashion,Low,High,Yes,PayPal,65.45,9020.82
SALE00448,5823.66,8417,6.86,2.72,15,14,110.25,952,6.59,Home,Medium,High,Yes,Credit Card,84.4,8645.45
SALE00192,6261.64,16330,5.94,3.73,20,182,232.2,,9.69,Home,Low,Medium,Yes,Bank Transfer,55.2,8299.27
SALE00561,5316.95,14433,5.79,3.59,15,40,34.78,451,10.37,Sports,Medium,High,No,Bank Transfer,61.15,8101.29
SALE01167,4627.05,20443,6.14,3.63,15,83,256.47,675,9.55,Fashion,Low,Low,No,Debit Card,66.85,7857.21
SALE01812,5158.35,16134,,2.93,15,427,216.89,863,11.19,  Fashion ,Medium,Medium,Yes,Credit Card,67.07,7649.85
SALE01043,2210.57,10339,5.04,3.77,30,373,61.56,527,7.74,Books,Medium,High,No,PayPal,55.66,6869.19
SALE01475,5428.15,10099,4.79,2.78,10,76,181.95,673,8.74,Home,Medium,Medium,Yes,Debit Card,66.8,7047.92
SALE02009,3569.45,10413,,2.49,20,132,84.39,684,8.12,Fashion,Low,Medium,No,Bank Transfer,80.11,8010.64
SALE00097,8466.12,,5.89,3.09,10,150,310.88,573,,Fashion,Medium,Medium,Yes,Debit Card,53.34,7777.25
SALE01375,5165.79,23474,3.8,3.18,10,13,118.19,680,9.09,Books,Medium,Medium,Yes,Bank Transfer,66.39,7851.16
SALE00004,6550.15,26387,5.52,3.27,10,183,191.27,196,7.94,Home,Low,Low,No,Debit Card,72.2,8508.91
SALE01700,7200.92,16236,4.48,3.08,15,115,170.7,,8.94,Fashion,Medium,Low,No,Bank Transfer,70.85,7858.3
SALE00066,6588.39,17312,5.29,3.51,10,305,160.47,978,8.75,Home,High,Low,Yes,Debit Card,79.51,8014.59
SALE02140,6039.23,15981,5.18,3.58,25,125,188.01,840,7.62,Books,Medium,Medium,Yes,Credit Card,60.05,8916.0
SALE01393,3228.78,20879,4.3,3.77,15,111,146.16,929,9.82,Books,Medium,Low,Yes,Credit Card,62.09,7568.99
SALE00394,6878.16,13645,5.65,2.19,10,265,58.99,961,9.27,Fashion,Medium,Medium,Yes,Debit Card,67.88,8047.12
SALE01542,9131.27,21868,,3.31,15,309,210.36,574,9.81,Sports,High,Low,Yes,PayPal,73.53,8918.39
SALE00221,8207.74,18233,5.61,2.59,25,222,294.94,,,Fashion,Low,Medium,No,PayPal,77.09,8942.66
SALE00759,4440.7,11685,5.07,3.22,15,394,155.91,56,10.81,Fashion,Medium,MEDIUM,Yes,Credit Card,70.87,7600.84
SALE00625,6197.2,20516,6.94,2.33,10,279,109.17,35,7.77,Electronics,Medium,  Low ,No,Debit Card,66.63,7316.18
SALE01191,,5624,6.1,2.91,30,412,132.19,68,6.87,Electronics,Medium,Low,Yes,Credit Card,62.62,9393.81
SALE01777,6646.23,20088,6.45,3.62,0,477,204.16,451,11.2,Electronics,Medium,High,No,Credit Card,70.22,8905.27
SALE01675,6959.02,17182,5.71,4.3,30,240,153.49,,7.34,Electronics,Medium,Low,No,PayPal,62.49,10195.89
SALE00011,5179.2,7617,,2.58,15,31,45.22,379,6.32,Electronics,High,Medium,No,PayPal,75.35,7783.26
SALE02090,3959.33,9646,7.06,2.84,10,333,116.28,634,9.51,Fashion,Low,Medium,Yes,  Credit Card ,63.11,7472.05
SALE00080,,19649,6.36,3.48,25,447,46.93,585,6.52,Electronics,Medium,Low,Yes,Bank Transfer,63.05,8999.07
SALE00057,3731.96,4367,5.86,3.12,30,262,126.16,384,7.96,Electronics,Low,Medium,Yes,Bank Transfer,55.71,16282.47
SALE00131,,14056,6.56,2.88,25,171,165.14,444,9.86,Fashion,Medium,MEDIUM,No,PayPal,67.09,8027.6
SALE02181,53074.36,10983,6.31,1.87,30,99,100.12,423,8.97,Fashion,Medium,Medium,No,Credit Card,66.89,8286.82
SALE01420,,7577,4.29,2.22,15,404,116.96,,9.73,Electronics,Medium,Medium,No,Credit Card,46.42,7800.75
SALE02192,3336.31,12012,7.28,2.43,10,347,301.42,672,8.53,Fashion,High,Medium,Yes,Bank Transfer,57.63,7809.97
SALE00048,7438.8,15115,5.77,2.36,10,350,189.97,814,,Fashion,High,High,Yes,Credit Card,57.26,7351.86
SALE01117,78602.04,10871,6.05,2.2,10,410,115.62,609,,Sports,High,Low,No,Credit Card,76.29,8220.87
SALE00969,,18975,4.19,3.16,10,152,176.16,778,7.69,Books,Medium,High,No,PayPal,71.39,8471.75
SALE01530,4244.13,17261,6.4,3.64,15,336,146.11,131,10.79,Sports,Medium,Medium,No,Bank Transfer,75.11,7891.61
SALE00495,392.92,15373,6.0,2.32,0,494,157.51,,9.13,Fashion,Medium,High,No,Debit Card,60.51,6324.01
SALE01855,8422.8,24394,6.7,2.62,10,272,41.76,360,6.97,Electronics,Medium,Medium,Yes,Credit Card,56.37,8146.45
SALE02118,7191.81,,3.9,3.46,15,68,188.71,934,10.41,Electronics,Low,Medium,No,Credit Card,73.13,7428.09
SALE01486,,13727,4.16,2.69,10,356,105.48,281,9.64,Electronics,Medium,Low,Yes,Debit Card,64.41,7407.63
SALE01972,2921.87,7957,4.33,3.48,15,306,12.29,570,4.64,Electronics,High,Medium,Yes,Debit Card,73.69,6832.43
SALE02029,5199.32,20594,5.7,3.73,10,359,260.21,169,8.13,Home,High,Low,Yes,Bank Transfer,73.93,8022.67
SALE02183,7796.81,18053,5.98,,20,55,253.0,26,7.44,Books,Medium,Medium,Yes,Debit Card,70.86,8748.96
SALE01272,3743.52,17701,28.06,3.08,15,327,119.12,140,,Electronics,Medium,Medium,No,Credit Card,59.84,8123.96
SALE00425,,7333,5.67,2.95,10,363,223.11,4,9.0,Fashion,Low,Low,Yes,PayPal,63.46,6728.31
SALE00245,10404.1,7596,5.58,2.4,10,491,205.05,368,10.1,Electronics,Medium,Medium,Yes,Credit Card,76.85,8633.69
SALE00248,,13130,,3.14,5,404,139.75,736,8.73,Home,High,High,No,Debit Card,70.66,7024.35
SALE01775,6811.96,,6.89,3.02,15,144,232.96,975,,Electronics,Medium,Low,Yes,Debit Card,69.2,7665.33
SALE00723,7934.54,12456,5.23,1.94,10,348,191.41,788,8.6,Electronics,Medium,Medium,Yes,Credit Card,81.28,8263.57
SALE01588,,10606,6.57,2.92,25,19,17.5,646,9.55,Books,Low,Low,Yes,PayPal,73.17,8692.01
SALE00054,2134.8,14718,6.93,1.97,0,43,62.43,828,7.63,Electronics,Medium,High,Yes,Debit Card,59.29,7406.07
SALE02209,6137.6,16061,6.52,2.67,15,92,255.45,,,Books,Low,Low,Yes,Debit Card,66.93,8674.08
SALE00196,3298.33,18351,6.63,2.31,15,325,80.12,169,,Electronics,Low,Low,No,Debit Card,68.53,7724.07
SALE00198,6545.65,14458,6.54,2.73,25,136,204.22,475,9.2,Electronics,Medium,Medium,No,Debit Card,60.71,8594.54
SALE01299,4490.57,,7.04,2.54,10,43,64.04,193,11.27,Fashion,Medium,Low,Yes,Bank Transfer,67.7,7412.78
SALE01550,,16236,6.65,2.54,10,211,137.5,306,10.74,Fashion,Low,Medium,No,Credit Card,73.33,7421.78
SALE01841,5287.79,16746,4.92,2.95,15,151,59.19,490,9.79,Fashion,High,Medium,Yes,Credit Card,65.91,8073.41
SALE00358,10837.59,18378,5.63,2.86,25,487,165.66,,,Books,Low,High,Yes,PayPal,64.49,9347.07
SALE00336,3579.97,,4.79,3.24,25,103,233.85,162,9.46,Home,Low,High,Yes,Credit Card,66.12,8592.54
SALE02319,5336.71,16918,7.17,2.75,5,375,78.19,370,6.96,Home,Medium,High,Yes,Credit Card,65.39,7281.85
SALE00563,3598.66,17980,4.82,3.79,10,79,289.25,880,10.46,Home,Medium,Medium,Yes,Bank Transfer,74.6,7377.22
SALE02311,7729.24,15857,7.19,2.96,20,472,174.97,878,,Home,MEDIUM,Medium,Yes,Bank Transfer,56.46,9330.08
SALE00311,5617.18,15866,5.95,2.56,10,493,282.93,458,8.21,Fashion,High,Low,Yes,PayPal,62.33,8418.15
SALE00961,6203.16,17714,6.19,3.44,15,327,26.99,475,8.51,Books,High,High,Yes,Debit Card,66.68,8200.59
SALE01910,6000.13,18054,4.39,2.48,0,33,158.24,541,10.64,Fashion,Low,Medium,Yes,Debit Card,68.27,7808.23
SALE00963,3322.22,19982,,3.38,30,196,292.04,148,9.19,Sports,Medium,Medium,Yes,BANK TRANSFER,64.71,8412.1
SALE00761,5043.83,11908,5.25,2.38,10,22,152.69,,9.5,Fashion,Medium,High,No,Credit Card,59.49,6969.19
SALE00881,3854.3,16396,6.06,2.11,5,180,63.17,413,10.77,Electronics,Medium,Medium,No,Credit Card,75.99,7549.67
SALE01206,3891.65,15508,5.7,3.22,10,360,145.61,631,11.68,Fashion,Low,Medium,Yes,Debit Card,71.77,7822.96
SALE00599,4318.71,25090,6.44,2.86,15,459,98.2,309,9.14,Fashion,High,High,No,Debit Card,69.77,9078.14
SALE00543,4023.09,13359,3.9,1.63,10,138,201.29,90,8.55,Home,High,Medium,Yes,Debit Card,87.93,7005.72
SALE00915,4288.05,18032,5.16,2.76,5,120,150.61,712,7.44,Electronics,High,Medium,Yes,Bank Transfer,68.42,6646.73
SALE00579,5115.66,25187,6.67,2.73,15,477,36.73,512,8.64,Fashion,Low,Low,Yes,PayPal,71.62,8096.37
SALE00415,4415.28,12650,7.34,,25,245,70.58,,11.29,Books,Medium,Low,Yes,PayPal,80.65,8566.45
SALE00768,,,4.07,2.97,10,355,57.56,900,10.33,Home,Low,Low,Yes,Bank Transfer,74.25,8136.9
SALE01826,917.58,15598,6.74,2.95,15,253,140.74,817,10.34,Home,Medium,High,Yes,Debit Card,65.87,7177.68
SALE01621,5296.81,21577,4.32,3.59,10,56,153.64,879,9.22,Fashion,Medium,Medium,Yes,Credit Card,61.3,8003.16
SALE01732,4155.67,12705,5.92,3.08,20,381,206.56,52,8.96,Electronics,High,Medium,No,PayPal,71.03,7734.42
SALE02502,5497.15,21322,6.36,2.26,10,64,234.48,982,8.96,Fashion,Medium,Medium,Yes,Debit Card,56.84,8244.76
SALE02331,6605.03,13466,6.59,3.2,10,140,215.64,294,7.15,Fashion,Medium,Medium,No,Bank Transfer,76.49,8573.05
SALE01370,9672.47,10474,3.5,3.17,15,326,41.16,766,7.79,Fashion,Medium,Medium,Yes,Debit Card,63.89,7840.9
SALE00187,7531.78,12257,5.54,2.78,25,309,85.37,46,7.12,Fashion,Low,Low,No,Bank Transfer,56.01,8550.24
SALE00117,4039.63,7401,,2.36,15,44,243.12,183,8.33,Books,Medium,MEDIUM,No,PayPal,65.65,8039.58
SALE02433,,12992,,3.03,15,360,83.45,,7.76,Fashion,High,Low,Yes,  Credit Card ,78.45,8535.27
SALE01668,7993.31,15557,3.82,2.34,15,183,128.81,982,10.29,Books,Low,Medium,No,Credit Card,55.77,8079.97
SALE01379,7826.35,18509,,3.3,10,402,221.19,366,7.97,Sports,Medium,Low,No,Debit Card,67.47,8862.33
SALE02022,,9420,6.77,2.97,15,253,82.65,967,10.22,Sports,High,Low,Yes,Credit Card,69.72,7521.77
SALE02095,6132.0,12754,5.54,3.05,5,422,163.09,,10.35,Fashion,High,High,No,Bank Transfer,68.74,6784.56
SALE02476,5445.52,147852,6.37,1.79,10,330,210.16,398,9.27,Home,High,Low,Yes,Credit Card,65.37,8281.11
SALE00130,9150.91,18898,5.04,,10,419,204.48,113,8.24,Fashion,Medium,High,Yes,Bank Transfer,72.97,8909.42
SALE00870,6380.08,10347,4.99,2.65,20,460,67.83,650,10.52,Sports,Medium,Medium,Yes,Credit Card,84.25,8324.91
SALE01329,8029.75,19791,5.87,3.0,10,388,159.31,773,8.95,Books,Low,Medium,Yes,Bank Transfer,75.73,9080.55
SALE00461,3087.59,11155,5.03,3.56,10,58,20.75,131,8.6,Home,Medium,High,Yes,PayPal,69.71,7600.18
SALE02298,3093.88,,5.13,3.49,0,222,133.65,607,7.82,Electronics,Low,Medium,Yes,Debit Card,72.52,6394.7
SALE01294,3465.56,10683,6.19,2.79,15,117,42.09,985,11.31,Sports,Medium,Medium,Yes,Debit Card,75.45,8383.91
SALE01872,,125852,5.5,2.66,10,240,223.03,437,7.77,Books,Medium,Medium,No,PayPal,76.79,6610.85
SALE00455,4539.53,16320,5.22,2.61,5,233,207.25,318,8.45,Books,Low,Low,No,Debit Card,66.57,7751.95
SALE00649,,6289,,3.63,10,356,32.03,203,6.08,Sports,Medium,Medium,Yes,Bank Transfer,58.26,7493.81
SALE00269,3367.74,22681,6.17,2.83,15,50,100.73,591,11.46,Fashion,Medium,High,Yes,Debit Card,65.67,7897.34
SALE01100,2720.31,15824,4.75,3.19,20,79,299.38,301,10.58,Books,High,Medium,Yes,Debit Card,68.86,7029.64
SALE00977,1774.33,17288,4.4,3.53,15,165,107.72,350,9.93,Electronics,Medium,Low,No,Debit Card,59.63,7029.6
SALE01411,6057.05,9363,4.11,3.21,10,371,77.72,113,10.87,Books,Medium,Medium,Yes,Debit Card,72.68,7491.04
SALE01799,975.0,,6.25,3.4,25,103,36.26,231,8.8,  Books ,High,High,Yes,Bank Transfer,62.72,7882.61
SALE00180,1138.65,21576,5.18,2.81,15,365,327.86,61,9.44,Fashion,High,Medium,No,Debit Card,75.57,6923.14
SALE01771,8014.59,12766,5.56,2.11,15,357,126.83,48,8.06,Books,High,High,Yes,Debit Card,81.05,8081.62
SALE02186,2165.27,23131,6.04,3.4,15,173,212.64,65,7.63,Home,Medium,Medium,Yes,PayPal,61.44,7690.5
SALE02106,6564.38,22063,6.31,2.28,30,37,152.62,580,9.97,Fashion,Medium,Medium,No,Bank Transfer,76.63,9163.71
SALE00220,5162.11,13910,,4.16,10,403,34.51,681,8.46,Home,High,Low,No,Debit Card,60.56,6741.05
SALE01105,5667.1,12892,7.33,2.8,10,226,359.86,78,8.37,Books,High,Low,No,Credit Card,81.69,7910.7
SALE01973,7756.4,17210,4.84,2.65,20,63,155.95,240,8.95,Fashion,Medium,Low,Yes,Debit Card,82.58,8747.94
SALE02401,,2976,6.56,3.39,10,371,266.05,12,6.56,Home,Medium,Low,Yes,Debit Card,52.6,7464.4
SALE00446,5627.92,20042,5.12,2.36,30,226,170.36,145,6.52,  Books ,High,High,No,Debit Card,62.85,9128.43
SALE02066,2620.63,6909,5.79,3.23,10,379,57.59,184,9.48,Fashion,High,High,Yes,PayPal,74.66,7348.44
SALE02204,8266.2,11278,3.09,2.21,15,357,102.74,779,,Books,High,High,Yes,PayPal,78.8,8150.31
SALE00697,6725.33,15748,5.96,2.8,20,420,78.36,,9.15,Fashion,High,Medium,Yes,PayPal,75.65,8305.16
SALE00249,3422.09,11378,4.24,2.37,10,316,71.2,,4.78,Electronics,Medium,Low,No,Credit Card,73.29,6810.99
SALE01308,3719.8,25191,4.86,3.23,10,495,69.56,393,10.0,Fashion,High,Medium,Yes,Debit Card,62.43,6906.41
SALE00450,6517.59,5496,6.19,2.53,15,32,59.95,268,53.84,Electronics,High,Low,No,Debit Card,65.46,8397.35
SALE00487,2391.2,12615,4.72,3.9,10,404,102.97,455,10.88,Electronics,Medium,Low,Yes,Debit Card,69.54,6232.02
SALE00706,4297.38,6607,,3.07,20,451,126.22,619,7.59,Sports,Medium,Medium,Yes,  Bank Transfer ,75.08,8261.69
SALE02102,5217.55,17075,4.85,2.65,15,332,175.86,154,8.5,Fashion,High,High,Yes,PayPal,78.37,8210.21
SALE00639,198.62,12793,5.92,2.54,15,90,215.59,28,8.63,Electronics,High,Medium,No,PayPal,64.82,6900.92
SALE01341,6669.29,10072,6.9,2.89,25,457,250.07,,7.64,Electronics,Medium,Low,No,Debit Card,65.34,9125.48
SALE02357,5335.68,,7.34,2.32,15,211,85.44,276,8.2,Books,High,Medium,Yes,PayPal,72.16,8263.85
SALE00727,4377.98,15366,5.52,2.95,10,194,342.32,617,9.84,  Fashion ,High,Low,No,Credit Card,70.74,8031.06
SALE00766,6243.35,18856,7.48,2.25,0,169,108.51,386,9.36,Books,Medium,Medium,Yes,Credit Card,62.96,7218.72
SALE02432,2874.08,17209,5.64,2.18,10,322,172.58,412,5.62,Electronics,Medium,Low,Yes,Debit Card,68.33,7486.68
SALE01882,1402.83,15609,7.27,2.96,10,384,45.75,126,8.83,Books,Low,Medium,Yes,Bank Transfer,81.1,7825.83
SALE02242,6015.8,12478,5.23,3.04,5,217,133.4,450,8.66,Fashion,High,High,Yes,Bank Transfer,70.3,7991.45
SALE01850,8682.01,11644,4.21,3.08,15,207,189.21,424,7.8,Fashion,Medium,Low,Yes,PayPal,69.36,7617.55
SALE01945,5481.16,22384,5.82,2.95,15,301,123.61,821,8.72,Fashion,High,Medium,No,Credit Card,71.67,7892.93
SALE00008,4126.46,19396,6.31,2.79,10,355,11.45,922,9.01,Fashion,Low,Low,Yes,Debit Card,81.27,7947.08
SALE00765,6378.06,15321,6.33,3.93,15,31,331.76,,7.7,Books,Medium,Low,Yes,Credit Card,63.67,7829.68
SALE02063,4616.48,17647,4.59,2.6,15,193,200.2,379,10.07,Fashion,High,Low,Yes,Debit Card,72.7,6630.37
