house_id,house_area_sqm,num_residents,num_appliances,air_conditioning,heating_system,energy_efficiency_rating,avg_temperature,home_office_hours,has_pool,solar_panels,house_age_years,insulation_quality,num_rooms,electric_car,smart_thermostat,monthly_consumption_kwh
HOUSE01117,101.79,4,,1,Electric,C,15.95,8,Yes,No,2,Good,1,Yes,No,491.21
HOUSE00786,197.51,7,23,None,None,D,17.62,8,No,No,21,Poor,1,No,No,559.87
HOUSE01838,179.67,4,22,2,Electric,C,12.45,4,No,No,1,Average,7,No,No,611.46
HOUSE00648,147.12,3,20,1,Electric,C,,0,No,No,23,,4,No,No,499.73
HOUSE00063,205.51,4,24,1,None,B,16.78,0,Yes,No,34,Average,8,No,No,443.26
HOUSE02364,152.61,7,9,None,None,C,25.43,0,No,No,6,Poor,3,No,Yes,431.67
HOUSE00435,107.12,2,23,None,Solar,B,28.16,4,No,No,2,Average,8,No,No,338.59
HOUSE01630,197.73,4,11,None,Gas,D,25.91,0,No,No,32,Good,5,No,No,403.83
HOUSE02481,,2,5,1,Gas,C,,,No,Yes,6,Good,1,Yes,No,239.92
HOUSE01269,114.25,3,12,None,Solar,B,18.04,4,Yes,No,11,Poor,7,Yes,No,362.19
HOUSE00287,172.71,2,,None,Gas,B,26.47,0,Yes,Yes,23,Poor,3,No,No,294.83
HOUSE01503,103.1,1,16,3+,Electric,B,18.31,0,No,No,38,Average,4,No,No,390.2
HOUSE01670,117.18,3,,1,Electric,B,17.77,8,No,No,48,Average,2,No,Yes,336.84
HOUSE02362,172.01,3,18,2,Gas,D,31.94,4,No,No,9,Poor,4,No,No,454.64
HOUSE00232,185.35,1,6,1,Solar,D,14.52,0,No,No,38,Poor,6,No,No,314.9
HOUSE01439,141.67,2,21,1,Gas,C,22.3,4,No,Yes,31,Poor,1,No,No,287.4
HOUSE02002,196.07,3,,3+,Gas,D,,0,No,Yes,10,Average,2,Yes,Yes,311.19
HOUSE01017,,3,,1,Gas,D,24.87,8,No,No,42,Poor,3,Yes,Yes,413.82
HOUSE00988,225.63,3,13,2,Gas,C,18.07,0,No,No,48,Poor,5,No,No,365.25
HOUSE02131,118.5,1,21,1,Solar,B,16.05,8,No,No,46,Average,7,No,No,299.21
HOUSE01344,165.3,4,26,None,Solar,D,25.78,0,No,No,35,Average,4,No,yes,386.03
HOUSE00090,91.75,4,23,1,Gas,C,24.38,8,No,Yes,47,Good,3,Yes,No,369.87
HOUSE02416,161.16,3,5,None,Gas,C,24.96,8,No,No,13,Good,7,No,Yes,285.78
HOUSE02495,193.58,1,20,1,Solar,D,27.41,8,No,Yes,29,,3,No,No,260.82
HOUSE02408,169.42,4,11,2,None,C,25.14,8,No,No,45,Good,6,No,No,382.14
HOUSE00835,184.67,3,28,None,None,C,21.62,,No,No,50,Poor,4,No,No,389.21
HOUSE00188,210.19,5,29,2,None,C,23.5,10,No,No,39,Average,1,Yes,No,502.56
HOUSE01093,91.18,3,30,None,Electric,D,15.26,10,No,No,11,Good,7,Yes,No,492.98
HOUSE02246,224.93,4,7,3+,Gas,C,29.33,0,No,Yes,24,Good,4,No,No,317.18
HOUSE01579,139.97,2,6,1,Gas,B,19.56,4,No,No,2,Average,8,No,Yes,279.49
HOUSE01902,,3,27,1,None,C,,0,No,No,,Average,7,No,Yes,437.9
HOUSE02278,134.21,4,15,2,Solar,B,19.04,8,No,No,3,Poor,7,No,No,454.29
HOUSE00337,151.7,2,30,1,None,B,,4,Yes,No,31,Poor,7,No,No,402.05
HOUSE02091,221.09,4,8,2,Electric,E,,8,No,No,29,Average,1,No,No,510.5
HOUSE02119,145.71,1,17,1,None,C,9.16,8,No,No,46,Average,2,No,No,306.79
HOUSE02465,132.37,5,17,1,Solar,C,22.09,0,No,No,25,Good,3,No,No,409.48
HOUSE02083,150.4,3,21,1,Gas,E,29.71,0,No,Yes,33,Good,1,No,Yes,354.39
HOUSE00910,223.01,3,14,3+,Gas,C,7.72,10,Yes,  Yes ,36,Average,7,No,No,484.55
HOUSE01442,204.71,2,11,2,Gas,C,,0,No,No,28,Poor,2,No,No,341.39
HOUSE00474,106.98,1,26,2,Gas,B,,0,No,Yes,26,Good,8,No,No,270.06
HOUSE00538,216.51,4,5,1,Electric,E,15.89,0,No,Yes,0,Poor,6,No,No,390.65
HOUSE00932,84.31,3,13,1,Gas,C,32.23,8,No,Yes,32,Average,7,No,No,329.59
HOUSE00777,165.92,5,24,2,None,D,32.95,4,No,No,,Good,6,No,No,525.98
HOUSE00334,188.73,3,11,1,None,D,12.78,4,No,No,49,Average,2,No,Yes,396.35
HOUSE01082,215.39,2,29,1,Electric,A,16.95,8,No,No,29,Poor,1,No,No,400.64
HOUSE01359,160.29,7,13,2,Electric,D,9.49,-1,No,No,38,Good,3,No,Yes,641.05
HOUSE00687,124.84,2,10,None,Solar,A,25.9,,No,No,15,Good,7,No,No,196.49
HOUSE00247,147.79,5,7,1,Gas,A,26.19,,Yes,No,31,Poor,3,Yes,Yes,417.26
HOUSE00716,151.84,3,5,1,Electric,B,23.83,0,No,Yes,4,Average,2,No,No,278.27
HOUSE00874,135.08,4,29,2,Electric,C,21.3,8,No,No,,Good,2,No,No,585.98
HOUSE02284,160.15,3,15,3+,Electric,D,30.65,0,Yes,No,46,Average,5,No,Yes,607.71
HOUSE00044,174.96,2,21,None,Gas,C,14.56,8,Yes,No,11,Average,4,No,No,381.12
HOUSE00993,219.72,2,,  None ,Gas,A,21.8,4,Yes,No,20,Poor,1,No,Yes,318.17
HOUSE00919,100.24,3,21,1,Gas,A,18.22,8,No,Yes,30,Average,6,No,Yes,296.18
HOUSE00626,197.69,2,,None,Electric,C,22.1,4,No,No,8,Average,5,No,No,395.34
HOUSE00539,168.43,4,21,None,Gas,D,20.97,4,No,No,34,Average,6,No,No,462.57
HOUSE01370,144.59,2,28,None,Gas,D,8.69,,No,No,1,,4,Yes,No,444.46
HOUSE00597,95.04,4,9,1,Solar,C,17.85,,No,No,50,Average,5,Yes,Yes,410.8
HOUSE01646,175.13,1,16,3+,None,C,32.31,4,Yes,No,22,Good,7,No,No,438.3
HOUSE01075,100.93,5,,1,Solar,C,19.33,0,No,No,,Average,3,No,No,459.52
HOUSE01470,85.08,3,,1,Electric,A,,4,No,No,0,,5,No,No,427.73
HOUSE00624,116.06,2,,None,None,B,17.32,8,No,No,22,Average,8,No,No,302.47
HOUSE00153,275.74,3,11,None,Solar,C,13.78,4,No,No,47,Average,5,Yes,No,370.43
HOUSE00923,81.69,4,15,1,Electric,C,16.2,0,No,No,31,Poor,4,No,Yes,509.99
HOUSE01187,232.48,2,29,1,Solar,C,20.94,8,No,No,17,Poor,1,No,No,398.47
HOUSE00532,79.65,2,20,1,None,E,11.38,0,No,No,46,,2,No,No,395.29
HOUSE02353,320.19,2,16,1,Electric,E,9.7,0,No,No,4,Average,4,Yes,Yes,464.48
HOUSE02425,122.22,2,15,2,None,C,20.37,0,No,No,8,Good,5,No,No,344.74
HOUSE01972,238.25,4,12,None,Solar,A,15.62,,No,No,2,Poor,5,No,Yes,308.71
HOUSE02190,166.97,3,9,None,Gas,E,21.18,8,No,No,,Poor,4,Yes,Yes,354.96
HOUSE02063,,4,29,None,Gas,C,31.0,0,No,No,44,Poor,6,No,Yes,504.7
HOUSE00965,154.3,1,22,1,Gas,C,32.25,10,No,Yes,18,,7,No,No,290.96
HOUSE01749,98.55,2,9,None,Solar,C,21.59,8,No,No,16,Average,3,No,No,280.81
HOUSE01508,,4,16,1,Electric,D,15.01,0,No,No,38,Poor,3,Yes,Yes,550.09
HOUSE00610,190.13,3,8,None,None,D,18.38,8,No,No,16,,4,  No ,No,348.54
HOUSE01403,131.43,3,19,None,Gas,B,31.69,8,No,No,20,Average,2,No,Yes,342.22
HOUSE01806,87.54,3,8,1,Electric,  B ,23.97,0,No,No,47,Average,7,No,No,329.83
HOUSE01907,150.28,5,,2,None,B,22.06,,No,No,50,Poor,4,No,Yes,408.53
HOUSE01992,176.59,3,29,3+,Electric,C,24.91,10,No,No,28,Average,2,No,Yes,579.62
HOUSE01063,62.01,1,21,1,Solar,E,24.76,0,No,No,27,Average,6,Yes,Yes,329.06
HOUSE02406,234.97,3,22,2,Gas,B,14.18,0,No,No,0,Good,5,No,No,435.25
HOUSE02428,,7,22,None,Gas,D,10.73,8,No,No,16,Average,4,No,Yes,593.86
HOUSE00098,227.57,2,26,2,Gas,A,28.43,,No,No,3,Average,3,No,Yes,420.12
HOUSE01920,127.45,4,14,None,None,D,31.07,10,No,No,19,Average,4,No,Yes,377.34
HOUSE02332,132.47,5,8,1,Electric,C,18.01,8,No,No,,Average,7,No,Yes,493.6
HOUSE00487,174.95,3,21,None,Gas,C,27.82,8,Yes,No,35,Average,7,No,Yes,424.41
HOUSE00892,222.38,5,30,None,Electric,D,32.23,8,No,No,20,Average,6,No,No,654.14
HOUSE01086,179.75,3,8,None,Gas,C,25.39,4,No,Yes,31,Poor,3,No,No,207.75
HOUSE00133,77.92,4,22,3+,Electric,C,22.17,8,No,Yes,15,Average,2,Yes,No,525.07
HOUSE01610,213.96,2,27,1,None,D,9.32,0,No,No,0,,3,Yes,Yes,444.63
HOUSE02440,170.82,2,15,2,Gas,B,22.64,0,No,No,45,Poor,5,Yes,No,303.32
HOUSE01858,145.38,3,,2,Gas,C,22.7,4,No,No,24,Average,6,No,No,410.82
HOUSE01766,84.28,1,11,2,Solar,B,23.1,0,Yes,No,,Poor,4,No,No,330.16
HOUSE00690,166.49,1,52,2,Gas,C,25.21,0,No,No,0,Average,2,No,No,273.64
HOUSE00497,,4,28,2,Gas,C,21.28,4,No,No,34,Poor,6,No,No,522.39
HOUSE01865,111.88,2,24,1,Electric,E,18.86,0,No,No,38,Average,6,No,No,399.2
HOUSE00235,140.62,4,,2,Electric,C,23.11,8,No,Yes,29,Good,3,No,Yes,483.83
HOUSE01583,156.65,3,,2,Electric,C,20.8,,Yes,No,9,Good,5,Yes,No,543.46
HOUSE00185,187.79,4,20,2,Electric,D,,4,No,No,46,Good,4,No,No,571.74
HOUSE02139,104.99,2,,2,Electric,B,35.37,8,No,No,30,Average,3,No,Yes,464.19
HOUSE01343,173.54,3,11,None,Electric,C,17.45,0,No,No,12,Good,5,No,Yes,440.57
HOUSE01810,138.65,3,15,1,Electric,D,21.15,0,No,Yes,17,Poor,5,Yes,Yes,359.15
HOUSE01664,132.77,3,17,1,Gas,C,23.15,8,No,Yes,18,Average,4,No,Yes,306.48
HOUSE00335,142.48,3,,1,Gas,E,17.38,8,No,No,34,Average,3,No,Yes,464.14
HOUSE00884,156.59,3,20,2,Electric,C,16.13,10,No,  No ,21,Average,2,No,No,520.52
HOUSE00107,180.82,1,8,None,Electric,D,24.97,10,No,Yes,24,Good,2,No,No,305.51
HOUSE01547,45.6,2,,2,Gas,B,35.87,0,No,No,10,Poor,8,No,No,889.59
HOUSE02308,212.37,3,6,1,Gas,C,32.79,8,No,No,47,Good,5,No,Yes,334.87
HOUSE01141,195.27,2,16,2,None,C,13.55,4,Yes,No,11,Poor,3,No,No,389.17
HOUSE01979,150.15,2,14,1,None,C,23.72,10,No,No,10,Poor,4,No,No,294.17
HOUSE01896,,3,16,None,Gas,C,3.88,0,No,No,46,Average,8,No,No,354.0
HOUSE01008,130.11,3,6,2,Gas,B,16.24,0,Yes,Yes,31,,5,No,Yes,299.24
HOUSE01361,197.65,1,20,None,Solar,C,23.7,4,No,No,30,Average,8,No,Yes,243.95
HOUSE00504,99.62,2,19,1,None,E,32.53,0,No,Yes,8,Average,3,Yes,No,349.37
HOUSE01967,74.58,4,26,3+,Electric,C,10.37,8,Yes,No,20,Average,2,No,No,681.03
HOUSE00877,244.18,3,22,None,Gas,A,18.44,8,No,No,22,Poor,6,No,No,384.73
HOUSE00433,189.77,3,30,None,Solar,C,14.9,0,No,No,15,Good,1,Yes,Yes,425.08
HOUSE00565,157.44,3,23,1,Electric,D,26.48,8,No,No,34,Poor,5,No,No,518.33
HOUSE01926,235.35,3,,2,None,D,29.6,0,No,No,39,Poor,2,No,Yes,443.14
HOUSE01025,139.1,1,21,None,Gas,B,30.47,0,No,No,42,Average,7,No,Yes,294.07
HOUSE00269,177.59,1,17,3+,Electric,C,15.64,0,No,No,,,5,No,No,440.69
HOUSE01883,,3,9,2,Electric,E,,0,No,No,47,Poor,5,No,No,458.55
HOUSE02258,188.53,4,5,2,None,C,26.03,,No,No,,Average,7,No,Yes,380.57
HOUSE01172,67.46,3,30,None,Electric,A,18.94,8,No,No,5,Poor,5,No,No,441.62
HOUSE01814,184.09,5,12,1,Gas,C,28.29,8,No,No,35,Poor,3,No,No,447.77
HOUSE01337,202.86,1,,3+,Gas,C,17.28,0,No,No,35,Good,7,No,No,438.44
HOUSE01171,193.72,2,18,None,Electric,C,18.1,0,No,Yes,4,Average,1,No,No,295.1
HOUSE00961,122.81,3,20,None,Gas,A,16.33,0,Yes,Yes,24,Average,4,No,No,367.29
HOUSE00341,118.58,2,29,1,Solar,B,23.98,8,No,No,43,Good,6,No,No,398.58
HOUSE01031,170.77,5,17,1,Gas,D,6.31,,No,No,41,Good,2,No,No,545.35
HOUSE00114,199.66,3,27,None,Electric,C,21.27,4,No,No,10,Average,7,No,No,433.27
HOUSE00685,,1,13,None,Electric,B,17.79,4,No,No,10,Average,5,No,No,285.76
HOUSE00203,159.69,5,,None,Gas,D,18.76,8,No,No,40,Average,7,No,Yes,482.94
HOUSE00201,,4,5,2,Gas,D,11.13,0,Yes,Yes,5,Poor,4,No,No,393.32
HOUSE00264,173.59,4,24,None,Solar,C,28.69,,No,No,9,Average,5,No,Yes,441.07
HOUSE00302,162.94,4,5,2,Gas,C,31.37,8,No,No,21,Average,1,No,No,445.19
HOUSE01889,124.22,5,12,None,Gas,A,,4,No,No,20,Poor,5,No,Yes,357.11
HOUSE01459,190.4,4,23,1,Solar,C,14.71,8,No,No,38,Good,7,No,No,440.66
HOUSE01729,155.92,2,9,1,Gas,C,7.36,0,No,No,21,Average,5,No,Yes,322.56
HOUSE00233,,1,7,3+,Electric,A,,0,No,No,32,,3,No,Yes,364.07
HOUSE02031,161.55,3,,2,None,D,28.69,0,No,No,6,Poor,5,No,Yes,463.64
HOUSE00281,50.51,1,28,2,Gas,C,,4,No,No,45,Average,6,No,Yes,439.37
HOUSE02398,177.87,3,11,1,None,B,37.89,0,No,No,47,Average,6,No,No,341.54
HOUSE00181,148.97,2,20,None,Solar,C,20.5,8,No,Yes,45,Good,7,Yes,Yes,272.34
HOUSE00076,170.0,4,21,3+,Solar,A,21.48,0,No,No,9,Poor,3,No,No,429.38
HOUSE01506,131.28,3,7,2,None,D,40.26,8,Yes,No,13,Poor,4,No,  No ,450.8
HOUSE02263,154.75,4,30,2,Electric,E,27.2,0,Yes,Yes,12,Average,5,No,No,572.2
HOUSE01150,52.71,4,19,None,Solar,A,32.34,8,No,no,13,Average,8,No,No,399.45
HOUSE02424,148.93,4,13,None,Gas,E,24.33,0,No,Yes,34,Average,7,Yes,Yes,350.64
HOUSE00495,245.34,4,,1,Gas,A,26.76,0,No,No,19,,6,No,No,454.42
HOUSE02045,185.7,3,8,1,Gas,B,6.83,4,No,No,29,Average,2,No,No,296.51
HOUSE01000,154.07,3,22,None,Solar,B,12.86,0,No,No,,Good,2,No,No,339.48
HOUSE02386,235.07,3,30,1,Solar,C,18.31,4,No,No,45,,5,No,Yes,396.22
HOUSE00444,164.71,1,24,1,Gas,D,20.04,10,No,No,2,Poor,8,No,No,398.89
HOUSE01767,129.22,4,12,2,None,C,28.25,,No,No,25,Good,1,No,No,430.64
HOUSE00131,224.74,4,27,None,None,B,7.21,8,No,No,47,Average,3,No,No,452.29
HOUSE01214,54.19,4,20,1,Electric,  B ,,8,No,No,3,Poor,6,No,No,481.88
HOUSE00175,225.24,5,30,None,None,C,16.92,0,No,No,24,Good,4,  No ,Yes,548.29
HOUSE00602,153.83,4,8,2,Gas,A,12.12,4,No,Yes,38,Average,7,No,No,335.46
HOUSE02242,80.61,3,26,None,Gas,C,,0,No,No,39,Poor,4,No,No,385.88
HOUSE01027,,1,10,1,None,A,28.26,0,No,No,31,Good,3,No,Yes,210.03
HOUSE01485,128.74,2,29,2,None,C,20.9,8,No,No,8,Poor,7,No,Yes,398.2
HOUSE00702,222.16,4,,1,Solar,B,18.57,4,No,No,12,Poor,7,No,No,358.11
HOUSE02358,264.8,4,5,2,None,A,41.08,0,No,No,23,Poor,7,No,No,400.33
HOUSE01618,163.4,2,12,None,None,B,,0,Yes,No,9,Average,5,No,Yes,224.6
HOUSE01109,160.28,3,13,None,Electric,B,,8,No,Yes,42,,5,No,No,311.36
HOUSE01879,164.1,1,14,None,None,B,21.94,8,No,No,43,Poor,3,No,No,227.56
HOUSE01339,99.61,4,,1,Electric,A,12.46,10,No,No,29,Good,5,Yes,No,388.32
HOUSE02203,138.28,2,18,None,Gas,C,,10,No,No,47,Good,7,No,Yes,367.54
HOUSE01535,63.74,2,18,None,Solar,C,23.56,8,Yes,No,35,Poor,7,No,No,365.58
HOUSE01719,74.99,3,23,2,Electric,C,15.12,0,No,No,35,Average,6,No,Yes,512.49
HOUSE01413,197.67,2,,None,Electric,D,24.37,0,No,No,23,Average,3,Yes,No,378.51
HOUSE00999,211.38,4,27,2,None,C,17.35,8,No,No,33,Good,7,No,No,483.7
HOUSE01263,178.11,5,19,2,None,B,35.43,8,No,No,47,Good,3,No,No,546.94
HOUSE00514,62.21,2,20,1,Electric,C,13.19,4,No,Yes,31,Poor,7,No,Yes,343.59
HOUSE01658,180.37,4,5,  2 ,None,A,15.17,,No,No,15,Average,2,No,No,359.75
HOUSE01332,98.4,3,6,2,Solar,A,25.82,8,No,No,34,Good,6,No,Yes,307.34
HOUSE00596,87.03,3,18,1,Gas,B,12.8,8,No,No,25,Poor,6,Yes,Yes,331.35
HOUSE00456,213.79,2,,2,None,A,21.47,0,No,No,45,Poor,2,No,No,259.01
HOUSE01376,,4,27,2,Gas,B,15.74,,No,No,19,Poor,7,No,No,523.22
HOUSE01471,99.91,4,13,None,Electric,B,,0,No,  No ,6,Average,3,No,Yes,388.63
HOUSE00213,183.3,1,,None,Electric,C,16.28,0,No,No,23,Poor,8,No,Yes,397.16
HOUSE00857,108.21,3,17,3+,Gas,A,26.52,10,No,No,5,Average,6,No,No,469.06
HOUSE01937,176.58,4,24,None,Electric,C,24.1,,No,No,25,Average,8,No,Yes,455.19
HOUSE00767,161.52,3,28,2,Electric,D,11.94,0,no,Yes,45,Average,2,Yes,No,474.49
HOUSE00005,119.36,7,15,None,Electric,D,9.8,0,No,No,25,,1,No,No,607.29
HOUSE02383,69.65,2,12,None,Electric,B,22.74,4,Yes,Yes,19,Average,8,  No ,Yes,340.02
HOUSE01918,122.57,3,18,None,Electric,D,21.7,0,No,No,11,,6,No,Yes,403.32
HOUSE00296,153.32,4,10,None,None,D,30.44,0,Yes,No,42,Good,2,No,No,425.44
HOUSE01540,178.05,4,,2,None,D,28.06,,No,No,9,Average,5,No,No,459.01
HOUSE02339,160.57,3,15,1,None,B,22.91,0,No,No,16,Good,4,No,No,278.06
HOUSE00352,142.37,4,12,1,Gas,C,32.52,8,No,No,46,Good,8,Yes,No,412.98
HOUSE01998,142.59,4,29,None,None,C,9.55,0,No,No,40,Average,6,No,No,411.61
HOUSE01759,170.23,4,28,3+,Electric,C,22.98,4,No,No,22,Average,1,No,Yes,641.28
HOUSE00775,242.37,2,78,1,Gas,D,33.81,,Yes,No,19,Poor,2,Yes,No,475.8
HOUSE00388,160.77,3,,2,Gas,E,28.8,0,  No ,No,13,Average,7,No,Yes,456.25
HOUSE02239,74.61,4,7,1,None,D,32.19,0,No,No,16,,3,No,No,393.35
HOUSE00933,143.32,4,18,3+,Gas,B,24.19,8,No,No,31,Average,2,No,No,460.99
HOUSE00975,180.65,5,12,1,None,D,,10,No,Yes,45,Good,3,Yes,No,358.11
HOUSE00670,137.53,4,10,2,None,C,27.21,0,No,No,11,Average,6,No,No,382.25
HOUSE00157,126.57,4,26,None,Solar,D,38.81,,No,Yes,19,Average,4,No,No,337.56
HOUSE02510,85.24,3,9,1,Electric,C,10.76,0,No,No,37,poor,6,No,No,401.08
HOUSE00493,175.2,4,,None,Solar,B,28.01,8,No,No,,Good,6,No,No,402.42
HOUSE00390,143.66,3,30,2,None,B,14.71,0,No,Yes,43,Average,1,No,Yes,399.13
HOUSE00815,80.33,3,17,3+,Gas,B,21.11,4,Yes,No,24,Average,5,No,No,412.77
HOUSE00658,119.12,2,10,None,Gas,C,27.63,8,No,Yes,2,Average,8,No,No,213.92
HOUSE00165,113.72,3,5,None,Electric,B,21.21,0,No,No,44,Average,1,Yes,No,272.86
HOUSE01882,178.97,4,13,3+,Solar,B,23.14,0,No,No,47,Poor,8,No,No,415.13
HOUSE02185,250.12,3,12,None,None,B,25.43,0,No,No,8,Good,5,No,No,275.6
HOUSE00109,120.76,3,15,1,None,E,10.23,,No,No,28,Average,5,No,No,394.92
HOUSE01704,184.47,4,21,1,None,D,17.33,10,No,  No ,28,Good,5,No,Yes,420.86
HOUSE00568,135.77,2,28,1,None,A,30.09,0,No,No,36,Average,2,Yes,No,291.8
HOUSE01134,166.96,3,30,2,Solar,B,19.16,8,Yes,Yes,31,Average,1,No,No,387.69
HOUSE02360,224.25,4,18,1,None,C,18.04,0,No,Yes,16,Average,5,No,Yes,284.57
HOUSE00540,245.77,3,5,2,Gas,C,11.27,0,No,Yes,34,Poor,1,No,No,297.68
HOUSE02296,114.87,3,7,1,Electric,B,23.52,8,No,No,21,Poor,8,Yes,No,347.83
HOUSE02194,158.99,3,15,None,Electric,C,5.35,8,No,No,20,Average,8,No,No,454.02
HOUSE00112,182.58,1,20,2,Electric,B,27.57,8,No,No,26,Average,6,No,Yes,471.81
HOUSE02251,,5,,None,Gas,C,30.34,0,No,No,47,Average,3,No,No,498.76
HOUSE01943,167.31,3,17,2,Gas,D,0.5,8,No,Yes,5,Good,4,Yes,No,388.49
HOUSE01568,175.78,4,27,1,Gas,B,29.73,8,  No ,No,30,Average,5,Yes,Yes,493.91
HOUSE00513,142.68,4,19,1,Solar,C,,0,No,No,50,Average,6,No,No,490.68
HOUSE00256,96.15,3,9,3+,Gas,E,21.95,10,No,No,50,Poor,8,No,No,439.91
HOUSE00051,159.15,2,,None,Gas,D,35.2,10,No,No,28,Poor,3,No,No,353.06
HOUSE02463,109.92,2,15,1,None,D,33.35,8,No,No,11,Poor,7,No,Yes,406.25
HOUSE01106,128.77,3,6,None,Electric,C,36.55,0,No,No,12,Average,7,No,no,391.06
HOUSE00106,116.12,3,21,None,Gas,D,33.07,0,No,No,5,Average,5,No,No,416.9
HOUSE00915,,4,,2,Solar,A,18.46,0,Yes,No,6,Average,3,No,Yes,464.57
HOUSE01876,115.09,2,19,2,Solar,B,19.38,4,No,No,40,Good,8,No,Yes,308.96
HOUSE00937,118.25,2,,2,Gas,D,16.28,10,No,No,45,,2,No,No,405.63
HOUSE01148,55.48,2,29,1,Solar,D,17.67,10,No,No,22,Average,8,No,Yes,414.93
HOUSE00331,221.45,4,5,2,Gas,B,18.44,8,No,No,49,Average,2,No,No,349.22
HOUSE01188,108.35,1,21,2,None,B,22.68,4,No,Yes,9,,3,Yes,No,201.1
HOUSE02413,167.96,3,15,2,None,C,9.7,0,No,No,29,Average,4,No,No,372.43
HOUSE02395,98.53,4,6,2,None,C,16.53,4,No,No,39,Average,3,No,Yes,333.37
HOUSE02087,69.82,3,23,1,Electric,D,32.86,8,No,No,3,Average,5,No,Yes,492.65
HOUSE00950,220.56,3,5,1,Electric,C,34.85,8,Yes,No,50,,2,Yes,No,488.96
HOUSE02423,128.58,3,12,None,None,C,19.35,4,No,Yes,22,,5,No,Yes,216.16
HOUSE01400,,5,15,1,Electric,C,22.54,8,No,No,8,Average,4,Yes,No,491.58
HOUSE01299,101.37,4,8,2,Gas,D,19.94,4,No,No,43,Good,1,No,Yes,434.89
HOUSE00509,222.11,3,7,2,Electric,A,24.66,0,No,Yes,8,Average,6,No,No,312.15
HOUSE00462,186.09,3,22,2,Electric,A,23.42,8,No,No,46,Poor,7,Yes,Yes,383.76
HOUSE00370,104.4,1,25,1,None,B,23.08,0,No,No,22,,6,Yes,Yes,255.56
HOUSE00234,67.36,2,6,None,Gas,A,,0,No,No,18,Poor,8,No,No,231.83
HOUSE00549,251.44,4,20,2,Solar,E,,,No,Yes,33,Good,2,No,Yes,434.59
HOUSE01484,188.72,2,15,1,Electric,C,13.41,4,Yes,Yes,38,,2,No,No,409.53
HOUSE02457,151.27,2,19,2,Gas,B,8.68,8,No,No,17,Average,8,No,No,429.65
HOUSE00371,241.44,1,10,1,Electric,D,22.73,,No,No,20,Poor,5,No,Yes,381.36
HOUSE01874,210.24,4,30,3+,None,A,20.73,0,No,No,14,Average,5,No,No,485.04
HOUSE01653,113.17,4,8,1,Electric,B,28.93,,No,No,7,Good,7,No,No,385.56
HOUSE00562,186.83,4,57,1,Solar,C,47.7,0,No,Yes,,Poor,5,No,Yes,394.08
HOUSE00615,158.92,7,11,None,None,C,21.25,0,No,No,18,Average,5,No,Yes,426.95
HOUSE00973,152.57,2,21,2,Electric,C,,,yes,No,1,Poor,7,No,yes,504.14
HOUSE00963,94.2,4,20,2,Gas,C,,0,No,No,46,Average,7,No,Yes,523.58
HOUSE00447,119.6,1,12,1,Solar,C,20.8,8,No,Yes,30,Poor,8,No,No,176.83
HOUSE01342,71.21,3,19,1,Gas,C,29.12,8,No,No,23,Average,7,No,No,360.61
HOUSE01828,179.49,2,,1,Gas,D,21.61,0,Yes,No,37,Average,1,No,Yes,381.09
HOUSE00002,175.9,3,7,None,Electric,D,,,No,Yes,8,Poor,5,No,  No ,281.96
HOUSE00843,182.63,4,15,2,  None ,D,13.4,10,No,Yes,47,Poor,8,Yes,No,453.03
HOUSE00148,124.0,4,5,None,Gas,C,30.72,0,No,No,19,,7,No,Yes,355.64
HOUSE02090,,2,16,3+,Gas,D,21.59,0,Yes,No,31,poor,1,No,No,463.71
HOUSE02357,111.65,2,19,1,Gas,C,8.49,8,No,No,40,Poor,1,Yes,No,430.85
HOUSE00427,119.61,4,14,None,Electric,B,17.49,8,No,No,26,Average,5,No,No,445.91
HOUSE00604,121.33,4,30,None,Gas,C,27.91,8,No,No,35,Average,3,No,No,493.01
HOUSE01307,106.3,4,21,1,Electric,C,21.0,,No,No,,Poor,2,No,No,522.7
HOUSE02391,,2,14,1,None,D,19.09,0,No,No,14,Poor,8,No,No,370.67
HOUSE01716,,2,,3+,Solar,C,26.24,0,No,No,42,Average,2,No,No,378.86
HOUSE00226,157.99,3,13,1,Solar,  E ,,,Yes,No,47,Poor,2,No,No,415.77
HOUSE01032,90.26,1,18,1,Gas,B,33.69,0,No,No,21,Good,8,No,Yes,298.14
HOUSE00138,155.55,5,5,3+,Gas,B,24.98,8,Yes,Yes,40,Good,5,No,No,450.68
HOUSE01827,130.83,2,19,3+,Gas,A,17.29,0,Yes,No,30,Poor,4,No,No,440.45
HOUSE00251,,4,14,2,Gas,B,22.39,8,No,No,37,Average,2,No,Yes,443.32
HOUSE01873,209.48,3,22,None,Gas,B,19.36,,Yes,No,15,Average,6,No,Yes,364.88
HOUSE00867,197.19,2,13,2,Gas,C,30.09,4,No,No,13,  Average ,5,No,No,372.79
HOUSE01304,125.63,2,22,None,None,E,34.72,0,No,No,32,Average,1,Yes,Yes,442.06
HOUSE02331,151.31,1,30,2,Gas,D,,8,No,No,20,Poor,6,No,No,459.15
HOUSE00900,117.79,2,16,1,None,E,32.49,4,No,No,46,Good,4,yes,Yes,352.84
HOUSE00124,,3,19,None,None,A,19.41,,No,No,10,,1,No,Yes,357.92
HOUSE01122,114.24,4,19,None,Solar,B,15.43,8,No,No,5,Poor,3,No,No,410.81
